qid,p31,has_kkwiki,relation_group,coverage_status
Q123363829,Q57733494,0,P17_only,missing
Q123363830,Q57733494,0,P17_only,missing
Q123363831,Q57733494,0,P17_only,missing
Q123363832,Q57733494,0,P17_only,missing
Q123363833,Q57733494,0,P17_only,missing
Q123363834,Q57733494,0,P17_only,missing
Q123363835,Q57733494,0,P17_only,missing
Q123363836,Q57733494,0,P17_only,missing
Q123363837,Q57733494,0,P17_only,missing
Q123363838,Q57733494,0,P17_only,missing
Q123363839,Q57733494,0,P17_only,missing
Q123363840,Q57733494,0,P17_only,missing
Q123363841,Q57733494,0,P17_only,missing
Q123363842,Q57733494,0,P17_only,missing
Q123363843,Q57733494,0,P17_only,missing
Q123363844,Q57733494,0,P17_only,missing
Q123363845,Q57733494,0,P17_only,missing
Q123363846,Q57733494,0,P17_only,missing
Q123363847,Q57733494,0,P17_only,missing
Q123363848,Q57733494,0,P17_only,missing
Q123363849,Q57733494,0,P17_only,missing
Q123363850,Q57733494,0,P17_only,missing
Q123363851,Q57733494,0,P17_only,missing
Q123363852,Q57733494,0,P17_only,missing
Q123363853,Q57733494,0,P17_only,missing
Q123363854,Q57733494,0,P17_only,missing
Q123363855,Q57733494,0,P17_only,missing
Q123363856,Q57733494,0,P17_only,missing
Q123363857,Q57733494,0,P17_only,missing
Q123363858,Q57733494,0,P17_only,missing
Q123363859,Q57733494,0,P17_only,missing
Q123363861,Q57733494,0,P17_only,missing
Q123363862,Q57733494,0,P17_only,missing
Q123363863,Q57733494,0,P17_only,missing
Q123363864,Q57733494,0,P17_only,missing
Q123363865,Q57733494,0,P17_only,missing
Q123363866,Q57733494,0,P17_only,missing
Q123363867,Q57733494,0,P17_only,missing
Q123363868,Q57733494,0,P17_only,missing
Q123363869,Q57733494,0,P17_only,missing
Q123363870,Q57733494,0,P17_only,missing
Q123363871,Q57733494,0,P17_only,missing
Q123363872,Q57733494,0,P17_only,missing
Q123409579,Q210167,0,P17_only,missing
Q123484620,Q130212458,0,P17_only,missing
Q123484620,Q486972,0,P17_only,missing
Q123671092,Q130212458,0,P17+P131,missing
Q123671092,Q486972,0,P17+P131,missing
Q123694980,Q2385804,0,P17_only,missing
Q123785741,Q11086064,0,P17_only,missing
Q123785741,Q3887,0,P17_only,missing
Q124197125,Q82794,0,P17_only,missing
Q124216593,Q689090,0,P17_only,missing
Q124216594,Q31510394,0,P17_only,missing
Q124216600,Q31529645,0,P17_only,missing
Q124216604,Q27042502,0,P17_only,missing
Q124216609,Q27042506,0,P17_only,missing
Q124217858,Q50061750,0,P17_only,missing
Q124217987,Q50062728,0,P17_only,missing
Q124221702,Q53534649,0,P17_only,missing
Q124221830,Q83283607,0,P17_only,missing
Q124221898,Q83283610,0,P17_only,missing
Q124221990,Q120762067,0,P17_only,missing
Q124246157,Q53534649,0,P17_only,missing
Q124248838,Q120762065,0,P17_only,missing
Q124248848,Q120762065,0,P17_only,missing
Q124249389,Q120762066,0,P17_only,missing
Q124249399,Q120762066,0,P17_only,missing
Q124251967,Q2385804,0,P17_only,missing
Q124253896,Q122204781,0,P17_only,missing
Q124253896,Q568407,0,P17_only,missing
Q124255773,Q120762069,0,P17_only,missing
Q124255784,Q120762069,0,P17_only,missing
Q124255845,Q120762070,0,P17_only,missing
Q124255856,Q120762070,0,P17_only,missing
Q124289007,Q82794,0,P17_only,missing
Q124337329,Q53534649,0,P17_only,missing
Q124338191,Q82794,0,P17_only,missing
Q124371412,Q4989906,0,P17+P131,missing
Q124411238,Q4164871,0,P17_only,missing
Q124419509,Q11448906,0,P17_only,missing
Q124455400,Q847017,0,P17_only,missing
Q124459637,Q4164871,0,P17_only,missing
Q124479556,Q17315159,0,P17_only,missing
Q124479557,Q17315159,0,P17_only,missing
Q124479558,Q17315159,0,P17_only,missing
Q124482867,Q847017,0,P17_only,missing
Q124483371,Q847017,0,P17_only,missing
Q124519201,Q4164871,0,P17_only,missing
Q124541719,Q4164871,0,P17_only,missing
Q124565718,Q53534649,0,P17_only,missing
Q124633482,Q53534649,0,P17_only,missing
Q124634960,Q2385804,0,P17_only,missing
Q124967943,Q15720476,0,P17_only,missing
Q124973436,Q108395614,0,P17_only,missing
Q124973436,Q15720476,0,P17_only,missing
Q125125477,Q1616075,0,P17_only,missing
Q125252907,Q1076486,0,P17+P131,missing
Q12527826,Q1664720,1,P17+P131,covered
Q12532445,Q55488,0,P17+P131,missing
Q125346768,Q20784907,0,P17_only,missing
Q125356788,Q74047,0,P17_only,missing
Q125365002,Q13226383,0,P17+P131,missing
Q125365002,Q31855,0,P17+P131,missing
Q12544187,Q4414032,1,P131_only,covered
Q12549199,Q4414032,0,P17+P131,missing
Q12550937,Q8502,1,P17_only,covered
Q125564467,Q174782,0,P131_only,missing
Q12558945,Q130212458,0,P17+P131,missing
Q125601650,Q220505,0,P17_only,missing
Q12560888,Q2085381,0,P17_only,missing
Q125611764,Q220505,0,P17_only,missing
Q125611796,Q220505,0,P17_only,missing
Q125611797,Q220505,0,P17_only,missing
Q125611798,Q220505,0,P17_only,missing
Q125611799,Q220505,0,P17_only,missing
Q125611802,Q220505,0,P17_only,missing
Q125611839,Q220505,0,P17_only,missing
Q125612203,Q220505,0,P17_only,missing
Q12561225,Q4022,1,P17_only,covered
Q125612311,Q220505,0,P17_only,missing
Q125612394,Q220505,0,P17_only,missing
Q125612719,Q220505,0,P17_only,missing
Q12561922,Q2416217,1,P17+P131,covered
Q12561922,Q24354,1,P17+P131,covered
Q12564626,Q180958,0,P17+P131,missing
Q12565625,Q130212458,0,P17_only,missing
Q12566137,Q4022,1,P17_only,covered
Q12569779,Q4414032,0,P17+P131,missing
Q12572639,Q4022,1,P17_only,covered
Q12573253,Q327333,0,P17_only,missing
Q12573318,Q327333,1,P17_only,covered
Q12574006,Q8502,1,P17_only,covered
Q12574547,Q4022,1,P17_only,covered
Q12574851,Q4022,0,P17_only,missing
Q12576472,Q839954,1,P17_only,covered
Q12578495,Q4022,1,P17_only,covered
Q125850803,Q4164871,0,P17_only,missing
Q125951093,Q184356,0,P17+P131,missing
Q126097343,Q113040113,0,P17_only,missing
Q126110564,Q294414,0,P17_only,missing
Q126280905,Q4164871,0,P17_only,missing
Q126285776,Q4022,0,P17+P131,missing
Q126306457,Q40444998,0,P17_only,missing
Q126365423,Q294414,0,P17_only,missing
Q12647098,Q23397,0,P17_only,missing
Q12647311,Q23397,0,P17_only,missing
Q12649626,Q23397,0,P17_only,missing
Q12656726,Q23397,0,P17_only,missing
Q126660959,Q112128334,0,P17+P131,missing
Q126660959,Q7212557,0,P17+P131,missing
Q126661091,Q112537478,0,P17+P131,missing
Q126661091,Q7212557,0,P17+P131,missing
Q126661227,Q112537478,0,P17+P131,missing
Q126661227,Q7212557,0,P17+P131,missing
Q126661366,Q112537478,0,P17+P131,missing
Q126661366,Q7212557,0,P17+P131,missing
Q12671980,Q23397,0,P17_only,missing
Q126726562,Q618779,0,P17_only,missing
Q12673466,Q23397,0,P17_only,missing
Q126870129,Q4830453,0,P17_only,missing
Q126882434,Q1349015,0,P17_only,missing
Q126903141,Q2693624,0,P17_only,missing
Q126951125,Q4830453,0,P17_only,missing
Q126972007,Q185113,0,P17_only,missing
Q126974788,Q87415039,0,P17+P131,missing
Q126975098,Q1402592,0,P17_only,missing
Q126975098,Q33837,0,P17_only,missing
Q126975347,Q1434274,0,P17+P131,missing
Q126975347,Q2168243,0,P17+P131,missing
Q126975347,Q23442,0,P17+P131,missing
Q126975347,Q52103661,0,P17+P131,missing
Q126976082,Q31615,0,P17+P131,missing
Q126976629,Q12284,0,P17+P131,missing
Q126977051,Q1592877,0,P17_only,missing
Q126982888,Q185113,0,P17+P131,missing
Q126990984,Q39594,0,P17+P131,missing
Q126992093,Q27968055,1,P17_only,covered
Q126992093,Q30178840,1,P17_only,covered
Q127256694,Q15813069,0,P17_only,missing
Q127414488,Q3320743,0,P17_only,missing
Q127414488,Q618779,0,P17_only,missing
Q127414728,Q11796413,0,P17_only,missing
Q127414728,Q618779,0,P17_only,missing
Q127414728,Q799000,0,P17_only,missing
Q127414743,Q11796413,0,P17_only,missing
Q127414743,Q618779,0,P17_only,missing
Q127414743,Q799000,0,P17_only,missing
Q127417493,Q631305,0,P17+P131,missing
Q127431358,Q464780,0,P17_only,missing
Q127773218,Q192899,0,P17_only,missing
Q127773218,Q291240,0,P17_only,missing
Q127773218,Q658255,0,P17_only,missing
Q127773218,Q786820,0,P17_only,missing
Q127784238,Q1072326,0,P17_only,missing
Q127788463,Q294414,0,P17_only,missing
Q127788517,Q294414,0,P17_only,missing
Q127788542,Q294414,0,P17_only,missing
Q127788676,Q294414,0,P17_only,missing
Q127788768,Q294414,0,P17_only,missing
Q127933733,Q1639780,0,P17_only,missing
Q128123080,Q13226383,0,P17_only,missing
Q128474736,Q46135307,0,P17_only,missing
Q128746171,Q4830453,0,P17+P131,missing
Q128746171,Q658255,0,P17+P131,missing
Q128746171,Q6881511,0,P17+P131,missing
Q12886398,Q1353183,0,P17_only,missing
Q12886399,Q1353183,0,P17_only,missing
Q129632037,Q130639613,0,P17_only,missing
Q129632037,Q4830453,0,P17_only,missing
Q129730238,Q129730229,0,P17+P131,missing
Q129758816,Q129675946,0,P17+P131,missing
Q130062654,Q158438,0,P17_only,missing
Q130062654,Q537127,0,P17_only,missing
Q130062865,Q158438,0,P17_only,missing
Q130062865,Q537127,0,P17_only,missing
Q130080414,Q1068842,0,P17+P131,missing
Q130081292,Q537127,0,P17+P131,missing
Q130211669,Q79007,0,P131_only,missing
Q130272342,Q82794,0,P17+P131,missing
Q130276572,Q4164871,0,P17_only,missing
Q130277462,Q4164871,0,P17_only,missing
Q130278908,Q82794,0,P17+P131,missing
Q130282557,Q130282561,0,P17_only,missing
Q130282561,Q15275719,0,P17_only,missing
Q130282591,Q1153191,0,P17+P131,missing
Q130333691,Q130282561,0,P17_only,missing
Q130349481,Q372690,0,P17+P131,missing
Q130403892,Q79007,0,P17+P131,missing
Q130403923,Q79007,0,P17+P131,missing
Q130537818,Q4830453,0,P17_only,missing
Q130547195,Q27686,0,P17+P131,missing
Q130882731,Q2385804,0,P17_only,missing
Q131199282,Q25621246,0,P17_only,missing
Q131228473,Q43229,0,P17_only,missing
Q131294861,Q2385804,0,P17_only,missing
Q131342283,Q6881511,0,P17+P131,missing
Q131381394,Q130417640,0,P17_only,missing
Q131396956,Q372690,0,P17+P131,missing
Q131403956,Q79007,0,P131_only,missing
Q131429197,Q16516287,0,P17_only,missing
Q131467750,Q372690,0,P17+P131,missing
Q131467751,Q372690,0,P17+P131,missing
Q131560355,Q15720476,0,P17_only,missing
Q131605135,Q15720476,0,P17_only,missing
Q131605185,Q15720476,0,P17_only,missing
Q131702317,Q13883136,0,P17+P131,missing
Q131755620,Q3270632,0,P17_only,missing
Q131755620,Q623109,0,P17_only,missing
Q131755759,Q12973014,0,P17_only,missing
Q131765600,Q3918,0,P17+P131,missing
Q131872288,Q15720476,0,P17_only,missing
Q131898913,Q43229,0,P17_only,missing
Q132135100,Q625994,0,P17_only,missing
Q132156759,Q53534649,0,P17_only,missing
Q13223617,Q55488,0,P131_only,missing
Q13230761,Q784159,0,P131_only,missing
Q132402972,Q6881511,0,P17_only,missing
Q132803487,Q2385804,0,P17_only,missing
Q132803508,Q43229,0,P17_only,missing
Q133152005,Q130212458,0,P17+P131,missing
Q133458287,Q31855,0,P17_only,missing
Q133744303,Q1021290,0,P17+P131,missing
Q133756429,Q618779,0,P17_only,missing
Q133810558,Q2385804,0,P17_only,missing
Q133811858,Q2385804,0,P17_only,missing
Q133821908,Q16917,0,P17_only,missing
Q134100631,Q53534649,0,P17_only,missing
Q134100662,Q53534649,0,P17_only,missing
Q134100663,Q53534649,0,P17_only,missing
Q134310105,Q130212458,0,P17+P131,missing
Q134310105,Q486972,0,P17+P131,missing
Q134310110,Q130212458,0,P17+P131,missing
Q134310110,Q486972,0,P17+P131,missing
Q134314410,Q108390245,0,P17_only,missing
Q134314410,Q1656682,0,P17_only,missing
Q134420753,Q123585930,0,P17_only,missing
Q134420753,Q57315360,0,P17_only,missing
Q134462898,Q16510064,0,P17_only,missing
Q134462908,Q16510064,0,P17_only,missing
Q134463107,Q16510064,0,P17_only,missing
Q134463187,Q16510064,0,P17_only,missing
Q134468842,Q37402,0,P17+P131,missing
Q134479875,Q87415039,0,P17+P131,missing
Q134484453,Q87415039,0,P17+P131,missing
Q134484469,Q87415039,0,P17+P131,missing
Q134484508,Q87415039,0,P17_only,missing
Q134513435,Q189004,0,P17+P131,missing
Q134513435,Q38723,0,P17+P131,missing
Q134520027,Q1140419,0,P17_only,missing
Q134520027,Q7884789,0,P17_only,missing
Q134562953,Q130212458,0,P17+P131,missing
Q134580098,Q3918,0,P17+P131,missing
Q134590745,Q10541491,0,P17_only,missing
Q134632021,Q431289,0,P17_only,missing
Q134873479,Q130212458,0,P17+P131,missing
Q134890085,Q113363345,0,P17+P131,missing
Q134890085,Q423208,0,P17+P131,missing
Q134973965,Q34379419,0,P17+P131,missing
Q134973967,Q34379419,0,P17+P131,missing
Q134988235,Q839954,0,P17_only,missing
Q135095131,Q327333,0,P17_only,missing
Q135095733,Q689090,0,P17_only,missing
Q135153083,Q27042506,0,P17_only,missing
Q135153097,Q27042502,0,P17_only,missing
Q135209957,Q4022,0,P17_only,missing
Q135257178,Q31529645,0,P17_only,missing
Q135257356,Q31510394,0,P17_only,missing
Q135267743,Q130212458,0,P17+P131,missing
Q135273053,Q12099220,0,P17+P131,missing
Q135295328,Q1208380,0,P17_only,missing
Q135295328,Q33384,0,P17_only,missing
Q135298857,Q27042502,0,P17_only,missing
Q135631509,Q9842,0,P17+P131,missing
Q135631713,Q9842,0,P17+P131,missing
Q135631896,Q572835,0,P17+P131,missing
Q135631896,Q9842,0,P17+P131,missing
Q135632321,Q9842,0,P17+P131,missing
Q135633105,Q11486291,0,P17+P131,missing
Q135738469,Q2385804,0,P17_only,missing
Q135767360,Q46831,1,P17+P131,covered
Q135767360,Q8502,1,P17+P131,covered
Q135767366,Q46831,1,P17+P131,covered
Q135812051,Q1445650,0,P17_only,missing
Q135828443,Q113813711,0,P17_only,missing
Q135828446,Q113813711,0,P17_only,missing
Q135828448,Q113813711,0,P17_only,missing
Q135828450,Q113813711,0,P17_only,missing
Q135828453,Q113813711,0,P17_only,missing
Q135828455,Q113813711,0,P17_only,missing
Q135828457,Q113813711,0,P17_only,missing
Q135828459,Q113813711,0,P17_only,missing
Q135828461,Q113813711,0,P17_only,missing
Q135828463,Q113813711,0,P17_only,missing
Q135828465,Q113813711,0,P17_only,missing
Q135828467,Q113813711,0,P17_only,missing
Q135828469,Q113813711,0,P17_only,missing
Q135828472,Q113813711,0,P17_only,missing
Q135828474,Q113813711,0,P17_only,missing
Q135828475,Q113813711,0,P17_only,missing
Q135828477,Q113813711,0,P17_only,missing
Q135828479,Q113813711,0,P17_only,missing
Q135828481,Q113813711,0,P17_only,missing
Q135828483,Q113813711,0,P17_only,missing
Q135828486,Q113813711,0,P17_only,missing
Q135828488,Q113813711,0,P17_only,missing
Q135828491,Q113813711,0,P17_only,missing
Q135828493,Q113813711,0,P17_only,missing
Q135828495,Q113813711,0,P17_only,missing
Q135828497,Q113813711,0,P17_only,missing
Q135828500,Q113813711,0,P17_only,missing
Q135828502,Q113813711,0,P17_only,missing
Q135828504,Q113813711,0,P17_only,missing
Q135828506,Q113813711,0,P17_only,missing
Q135828508,Q113813711,0,P17_only,missing
Q135828510,Q113813711,0,P17_only,missing
Q135828512,Q113813711,0,P17_only,missing
Q135828514,Q113813711,0,P17_only,missing
Q135828516,Q113813711,0,P17_only,missing
Q135828519,Q113813711,0,P17_only,missing
Q135828521,Q113813711,0,P17_only,missing
Q135828523,Q113813711,0,P17_only,missing
Q135828525,Q113813711,0,P17_only,missing
Q135828529,Q113813711,0,P17_only,missing
Q135828531,Q113813711,0,P17_only,missing
Q135828534,Q113813711,0,P17_only,missing
Q135828536,Q113813711,0,P17_only,missing
Q135828539,Q113813711,0,P17_only,missing
Q135828541,Q113813711,0,P17_only,missing
Q135828543,Q113813711,0,P17_only,missing
Q135828547,Q113813711,0,P17_only,missing
Q135828549,Q113813711,0,P17_only,missing
Q135828552,Q113813711,0,P17_only,missing
Q135828554,Q113813711,0,P17_only,missing
Q135828557,Q113813711,0,P17_only,missing
Q135828559,Q113813711,0,P17_only,missing
Q135828561,Q113813711,0,P17_only,missing
Q135828563,Q113813711,0,P17_only,missing
Q135828566,Q113813711,0,P17_only,missing
Q135828568,Q113813711,0,P17_only,missing
Q135828570,Q113813711,0,P17_only,missing
Q135828572,Q113813711,0,P17_only,missing
Q135828576,Q113813711,0,P17_only,missing
Q135828578,Q113813711,0,P17_only,missing
Q135828580,Q113813711,0,P17_only,missing
Q135828582,Q113813711,0,P17_only,missing
Q135828584,Q113813711,0,P17_only,missing
Q135828587,Q113813711,0,P17_only,missing
Q135828589,Q113813711,0,P17_only,missing
Q135828592,Q113813711,0,P17_only,missing
Q135828594,Q113813711,0,P17_only,missing
Q135828596,Q113813711,0,P17_only,missing
Q135828598,Q113813711,0,P17_only,missing
Q135828601,Q113813711,0,P17_only,missing
Q135828603,Q113813711,0,P17_only,missing
Q135828605,Q113813711,0,P17_only,missing
Q135828608,Q113813711,0,P17_only,missing
Q135828610,Q113813711,0,P17_only,missing
Q135828613,Q113813711,0,P17_only,missing
Q135828615,Q113813711,0,P17_only,missing
Q135828617,Q113813711,0,P17_only,missing
Q135828620,Q113813711,0,P17_only,missing
Q135828623,Q113813711,0,P17_only,missing
Q135828625,Q113813711,0,P17_only,missing
Q135828627,Q113813711,0,P17_only,missing
Q135828630,Q113813711,0,P17_only,missing
Q135828632,Q113813711,0,P17_only,missing
Q135828634,Q113813711,0,P17_only,missing
Q135828637,Q113813711,0,P17_only,missing
Q135828639,Q113813711,0,P17_only,missing
Q135828641,Q113813711,0,P17_only,missing
Q135828643,Q113813711,0,P17_only,missing
Q135828645,Q113813711,0,P17_only,missing
Q135828647,Q113813711,0,P17_only,missing
Q135828650,Q113813711,0,P17_only,missing
Q135828652,Q113813711,0,P17_only,missing
Q135828655,Q113813711,0,P17_only,missing
Q135828656,Q113813711,0,P17_only,missing
Q135828660,Q113813711,0,P17_only,missing
Q135828661,Q113813711,0,P17_only,missing
Q135828664,Q113813711,0,P17_only,missing
Q135828666,Q113813711,0,P17_only,missing
Q135828668,Q113813711,0,P17_only,missing
Q135828670,Q113813711,0,P17_only,missing
Q135828672,Q113813711,0,P17_only,missing
Q135828674,Q113813711,0,P17_only,missing
Q135828676,Q113813711,0,P17_only,missing
Q135828679,Q113813711,0,P17_only,missing
Q135828681,Q113813711,0,P17_only,missing
Q135828683,Q113813711,0,P17_only,missing
Q135828686,Q113813711,0,P17_only,missing
Q135828689,Q113813711,0,P17_only,missing
Q135828692,Q113813711,0,P17_only,missing
Q135828694,Q113813711,0,P17_only,missing
Q135828696,Q113813711,0,P17_only,missing
Q135828699,Q113813711,0,P17_only,missing
Q135828701,Q113813711,0,P17_only,missing
Q135828703,Q113813711,0,P17_only,missing
Q135828706,Q113813711,0,P17_only,missing
Q135828708,Q113813711,0,P17_only,missing
Q135828710,Q113813711,0,P17_only,missing
Q135828712,Q113813711,0,P17_only,missing
Q135828714,Q113813711,0,P17_only,missing
Q135828716,Q113813711,0,P17_only,missing
Q135828718,Q113813711,0,P17_only,missing
Q135828721,Q113813711,0,P17_only,missing
Q135828724,Q113813711,0,P17_only,missing
Q135828726,Q113813711,0,P17_only,missing
Q135828729,Q113813711,0,P17_only,missing
Q135828731,Q113813711,0,P17_only,missing
Q135828733,Q113813711,0,P17_only,missing
Q135828735,Q113813711,0,P17_only,missing
Q135828737,Q113813711,0,P17_only,missing
Q135828739,Q113813711,0,P17_only,missing
Q135828741,Q113813711,0,P17_only,missing
Q135828743,Q113813711,0,P17_only,missing
Q135828745,Q113813711,0,P17_only,missing
Q135828748,Q113813711,0,P17_only,missing
Q135828750,Q113813711,0,P17_only,missing
Q135828752,Q113813711,0,P17_only,missing
Q135828754,Q113813711,0,P17_only,missing
Q135828757,Q113813711,0,P17_only,missing
Q135828759,Q113813711,0,P17_only,missing
Q135828762,Q113813711,0,P17_only,missing
Q135828764,Q113813711,0,P17_only,missing
Q135828766,Q113813711,0,P17_only,missing
Q135828769,Q113813711,0,P17_only,missing
Q135828773,Q113813711,0,P17_only,missing
Q135828776,Q113813711,0,P17_only,missing
Q135828778,Q113813711,0,P17_only,missing
Q135828780,Q113813711,0,P17_only,missing
Q135828782,Q113813711,0,P17_only,missing
Q135828785,Q113813711,0,P17_only,missing
Q135828787,Q113813711,0,P17_only,missing
Q135828789,Q113813711,0,P17_only,missing
Q135828791,Q113813711,0,P17_only,missing
Q135828793,Q113813711,0,P17_only,missing
Q135828795,Q113813711,0,P17_only,missing
Q135828798,Q113813711,0,P17_only,missing
Q135828800,Q113813711,0,P17_only,missing
Q135828802,Q113813711,0,P17_only,missing
Q135828805,Q113813711,0,P17_only,missing
Q135828807,Q113813711,0,P17_only,missing
Q135828809,Q113813711,0,P17_only,missing
Q135828811,Q113813711,0,P17_only,missing
Q135828813,Q113813711,0,P17_only,missing
Q135828815,Q113813711,0,P17_only,missing
Q135828818,Q113813711,0,P17_only,missing
Q135828820,Q113813711,0,P17_only,missing
Q135828823,Q113813711,0,P17_only,missing
Q135828825,Q113813711,0,P17_only,missing
Q135828827,Q113813711,0,P17_only,missing
Q135828830,Q113813711,0,P17_only,missing
Q135828832,Q113813711,0,P17_only,missing
Q135828835,Q113813711,0,P17_only,missing
Q135828837,Q113813711,0,P17_only,missing
Q135828839,Q113813711,0,P17_only,missing
Q135828841,Q113813711,0,P17_only,missing
Q135828846,Q113813711,0,P17_only,missing
Q135828849,Q113813711,0,P17_only,missing
Q135828851,Q113813711,0,P17_only,missing
Q135828853,Q113813711,0,P17_only,missing
Q135828855,Q113813711,0,P17_only,missing
Q135828857,Q113813711,0,P17_only,missing
Q135828860,Q113813711,0,P17_only,missing
Q135828862,Q113813711,0,P17_only,missing
Q135828864,Q113813711,0,P17_only,missing
Q135828867,Q113813711,0,P17_only,missing
Q135828869,Q113813711,0,P17_only,missing
Q135828871,Q113813711,0,P17_only,missing
Q135828873,Q113813711,0,P17_only,missing
Q135828875,Q113813711,0,P17_only,missing
Q135828877,Q113813711,0,P17_only,missing
Q135828879,Q113813711,0,P17_only,missing
Q135828881,Q113813711,0,P17_only,missing
Q135828884,Q113813711,0,P17_only,missing
Q135828886,Q113813711,0,P17_only,missing
Q135828888,Q113813711,0,P17_only,missing
Q135828890,Q113813711,0,P17_only,missing
Q135828892,Q113813711,0,P17_only,missing
Q135828897,Q113813711,0,P17_only,missing
Q135828899,Q113813711,0,P17_only,missing
Q135828902,Q113813711,0,P17_only,missing
Q135828904,Q113813711,0,P17_only,missing
Q135828906,Q113813711,0,P17_only,missing
Q135828908,Q113813711,0,P17_only,missing
Q135828910,Q113813711,0,P17_only,missing
Q135828913,Q113813711,0,P17_only,missing
Q135828915,Q113813711,0,P17_only,missing
Q135828917,Q113813711,0,P17_only,missing
Q135828921,Q113813711,0,P17_only,missing
Q135828923,Q113813711,0,P17_only,missing
Q135828925,Q113813711,0,P17_only,missing
Q135828928,Q113813711,0,P17_only,missing
Q135828930,Q113813711,0,P17_only,missing
Q135828933,Q113813711,0,P17_only,missing
Q135828935,Q113813711,0,P17_only,missing
Q135828937,Q113813711,0,P17_only,missing
Q135828939,Q113813711,0,P17_only,missing
Q135828942,Q113813711,0,P17_only,missing
Q135828945,Q113813711,0,P17_only,missing
Q135828947,Q113813711,0,P17_only,missing
Q135828949,Q113813711,0,P17_only,missing
Q135828951,Q113813711,0,P17_only,missing
Q135828953,Q113813711,0,P17_only,missing
Q135828956,Q113813711,0,P17_only,missing
Q135828958,Q113813711,0,P17_only,missing
Q135828961,Q113813711,0,P17_only,missing
Q135828963,Q113813711,0,P17_only,missing
Q135828965,Q113813711,0,P17_only,missing
Q135828968,Q113813711,0,P17_only,missing
Q135828970,Q113813711,0,P17_only,missing
Q135828972,Q113813711,0,P17_only,missing
Q135828975,Q113813711,0,P17_only,missing
Q135828978,Q113813711,0,P17_only,missing
Q135828980,Q113813711,0,P17_only,missing
Q135828982,Q113813711,0,P17_only,missing
Q135828985,Q113813711,0,P17_only,missing
Q135828987,Q113813711,0,P17_only,missing
Q135828989,Q113813711,0,P17_only,missing
Q135828991,Q113813711,0,P17_only,missing
Q135828993,Q113813711,0,P17_only,missing
Q135828995,Q113813711,0,P17_only,missing
Q135828998,Q113813711,0,P17_only,missing
Q135829001,Q113813711,0,P17_only,missing
Q135829002,Q113813711,0,P17_only,missing
Q135829006,Q113813711,0,P17_only,missing
Q135829008,Q113813711,0,P17_only,missing
Q135829010,Q113813711,0,P17_only,missing
Q135829012,Q113813711,0,P17_only,missing
Q135829014,Q113813711,0,P17_only,missing
Q135829016,Q113813711,0,P17_only,missing
Q135829018,Q113813711,0,P17_only,missing
Q135829020,Q113813711,0,P17_only,missing
Q135829023,Q113813711,0,P17_only,missing
Q135829026,Q113813711,0,P17_only,missing
Q135829028,Q113813711,0,P17_only,missing
Q135829031,Q113813711,0,P17_only,missing
Q135829033,Q113813711,0,P17_only,missing
Q135829036,Q113813711,0,P17_only,missing
Q135829038,Q113813711,0,P17_only,missing
Q135829040,Q113813711,0,P17_only,missing
Q135829042,Q113813711,0,P17_only,missing
Q135829045,Q113813711,0,P17_only,missing
Q135829047,Q113813711,0,P17_only,missing
Q135829049,Q113813711,0,P17_only,missing
Q135829052,Q113813711,0,P17_only,missing
Q135829054,Q113813711,0,P17_only,missing
Q135829056,Q113813711,0,P17_only,missing
Q135829058,Q113813711,0,P17_only,missing
Q135829060,Q113813711,0,P17_only,missing
Q135829062,Q113813711,0,P17_only,missing
Q135829064,Q113813711,0,P17_only,missing
Q135829066,Q113813711,0,P17_only,missing
Q135829068,Q113813711,0,P17_only,missing
Q135829070,Q113813711,0,P17_only,missing
Q135829072,Q113813711,0,P17_only,missing
Q135829074,Q113813711,0,P17_only,missing
Q135829076,Q113813711,0,P17_only,missing
Q135829078,Q113813711,0,P17_only,missing
Q135829080,Q113813711,0,P17_only,missing
Q135829082,Q113813711,0,P17_only,missing
Q135829084,Q113813711,0,P17_only,missing
Q135829086,Q113813711,0,P17_only,missing
Q135829088,Q113813711,0,P17_only,missing
Q135829090,Q113813711,0,P17_only,missing
Q135829093,Q113813711,0,P17_only,missing
Q135829095,Q113813711,0,P17_only,missing
Q135829097,Q113813711,0,P17_only,missing
Q135829099,Q113813711,0,P17_only,missing
Q135829101,Q113813711,0,P17_only,missing
Q135829103,Q113813711,0,P17_only,missing
Q135829105,Q113813711,0,P17_only,missing
Q135829107,Q113813711,0,P17_only,missing
Q135829109,Q113813711,0,P17_only,missing
Q135829111,Q113813711,0,P17_only,missing
Q135829114,Q113813711,0,P17_only,missing
Q135829116,Q113813711,0,P17_only,missing
Q135829119,Q113813711,0,P17_only,missing
Q135829121,Q113813711,0,P17_only,missing
Q135829123,Q113813711,0,P17_only,missing
Q135829125,Q113813711,0,P17_only,missing
Q135829127,Q113813711,0,P17_only,missing
Q135829130,Q113813711,0,P17_only,missing
Q135829132,Q113813711,0,P17_only,missing
Q135829134,Q113813711,0,P17_only,missing
Q135829136,Q113813711,0,P17_only,missing
Q135829139,Q113813711,0,P17_only,missing
Q135829141,Q113813711,0,P17_only,missing
Q135829143,Q113813711,0,P17_only,missing
Q135829145,Q113813711,0,P17_only,missing
Q135829147,Q113813711,0,P17_only,missing
Q135829149,Q113813711,0,P17_only,missing
Q135829151,Q113813711,0,P17_only,missing
Q135829153,Q113813711,0,P17_only,missing
Q135829156,Q113813711,0,P17_only,missing
Q135829158,Q113813711,0,P17_only,missing
