qid,in_p17,in_p131,relation_group,has_kkwiki
Q32202147,1,0,P17_only,0
Q16434291,1,1,P17+P131,1
Q771088,1,0,P17_only,1
Q12561174,1,0,P17_only,1
Q16431352,1,0,P17_only,1
Q135829956,1,0,P17_only,0
Q836672,1,0,P17_only,0
Q12532952,1,1,P17+P131,1
Q20098193,1,1,P17+P131,1
Q4506339,1,1,P17+P131,1
Q65174079,1,1,P17+P131,0
Q12549407,1,0,P17_only,1
Q97161038,1,0,P17_only,0
Q13359503,0,1,P131_only,1
Q12553189,1,1,P17+P131,1
Q96377974,1,0,P17_only,0
Q16272928,1,1,P17+P131,1
Q32202222,1,0,P17_only,0
Q56315316,1,0,P17_only,0
Q98908367,0,1,P131_only,0
Q138185898,1,0,P17_only,0
Q137527264,1,0,P17_only,0
Q4447988,1,1,P17+P131,0
Q27357406,1,0,P17_only,0
Q27352804,1,0,P17_only,1
Q13646693,1,1,P17+P131,1
Q13642275,1,1,P17+P131,1
Q27354737,1,0,P17_only,0
Q135828708,1,0,P17_only,0
Q111296978,1,0,P17_only,0
Q73119261,0,1,P131_only,0
Q2011072,1,0,P17_only,1
Q4203111,1,1,P17+P131,1
Q25488510,1,1,P17+P131,1
Q77030759,1,1,P17+P131,0
Q110114250,1,0,P17_only,1
Q16432100,1,0,P17_only,1
Q13653558,1,1,P17+P131,1
Q12530089,1,1,P17+P131,1
Q135828443,1,0,P17_only,0
Q18407558,1,1,P17+P131,1
Q32219223,1,1,P17+P131,1
Q16432238,1,1,P17+P131,1
Q32183261,1,1,P17+P131,0
Q27354726,1,0,P17_only,0
Q13642264,1,1,P17+P131,1
Q1692330,1,0,P17_only,0
Q16650907,1,1,P17+P131,1
Q139669829,1,0,P17_only,0
Q4275242,1,1,P17+P131,1
Q16669159,1,1,P17+P131,1
Q18407784,1,1,P17+P131,1
Q25521130,1,0,P17_only,1
Q18407675,1,1,P17+P131,0
Q25397251,1,1,P17+P131,0
Q25489764,1,0,P17_only,1
Q3920545,1,0,P17_only,1
Q27431014,1,0,P17_only,0
Q487439,1,1,P17+P131,1
Q949936,1,0,P17_only,1
Q18399607,1,1,P17+P131,0
Q16694760,1,1,P17+P131,1
Q136268956,1,0,P17_only,0
Q12574651,1,1,P17+P131,1
Q108769914,1,1,P17+P131,1
Q130282561,1,0,P17_only,0
Q16704951,1,1,P17+P131,1
Q31195602,1,0,P17_only,1
Q43304689,1,0,P17_only,0
Q32197523,1,1,P17+P131,0
Q12565032,1,1,P17+P131,1
Q110778283,1,0,P17_only,0
Q16274307,1,1,P17+P131,1
Q13646113,1,1,P17+P131,1
Q135829521,1,0,P17_only,0
Q4476928,1,0,P17_only,1
Q15617526,1,1,P17+P131,1
Q13359445,0,1,P131_only,1
Q7582817,1,1,P17+P131,1
Q30969860,1,1,P17+P131,1
Q16680663,1,0,P17_only,0
Q12574298,1,0,P17_only,1
Q16273731,1,1,P17+P131,1
Q1798743,1,0,P17_only,1
Q16273728,1,1,P17+P131,1
Q16432463,1,0,P17_only,1
Q12527630,1,0,P17_only,1
Q16721566,1,1,P17+P131,1
Q27354930,1,0,P17_only,0
Q12531666,1,0,P17_only,1
Q16674357,1,1,P17+P131,0
Q27348147,1,0,P17_only,0
Q135829158,1,0,P17_only,0
Q27430610,1,0,P17_only,1
Q12528014,1,0,P17_only,1
Q12535227,1,0,P17_only,1
Q16682477,1,1,P17+P131,0
Q27067514,1,0,P17_only,0
Q114976717,1,0,P17_only,1
Q32214707,1,0,P17_only,1
Q16681287,1,1,P17+P131,1
Q12685040,1,1,P17+P131,1
Q28668674,0,1,P131_only,1
Q60446898,1,1,P17+P131,0
Q13640761,1,1,P17+P131,1
Q12560827,1,0,P17_only,1
Q20806339,1,0,P17_only,0
Q12553922,1,0,P17_only,1
Q13642161,1,1,P17+P131,0
Q20484928,1,0,P17_only,1
Q12546710,1,0,P17_only,0
Q27350659,1,1,P17+P131,0
Q27430545,1,0,P17_only,0
Q7574186,1,1,P17+P131,0
Q27357977,1,0,P17_only,0
Q32175619,1,1,P17+P131,0
Q4112900,1,1,P17+P131,1
Q16637003,0,1,P131_only,1
Q123363748,1,0,P17_only,0
Q69992216,1,0,P17_only,0
Q123363532,1,0,P17_only,0
Q13653349,0,1,P131_only,1
Q12552483,1,1,P17+P131,1
Q32174720,0,1,P131_only,0
Q16695254,1,1,P17+P131,1
Q20486359,1,0,P17_only,1
Q123363805,1,0,P17_only,0
Q135828594,1,0,P17_only,0
Q27351740,1,0,P17_only,0
Q27354984,1,0,P17_only,0
Q20076432,1,1,P17+P131,1
Q16710904,1,1,P17+P131,1
Q1046378,1,0,P17_only,1
Q20485866,1,0,P17_only,1
Q22202428,1,1,P17+P131,1
Q12538441,1,1,P17+P131,1
Q32215549,1,0,P17_only,0
Q16434799,1,0,P17_only,1
Q3404617,1,1,P17+P131,1
Q12691102,1,0,P17_only,0
Q12570074,1,0,P17_only,1
Q4280191,1,1,P17+P131,1
Q16431648,1,1,P17+P131,1
Q388672,1,0,P17_only,1
Q27357679,1,0,P17_only,0
Q20484573,1,0,P17_only,1
Q12541427,0,1,P131_only,1
Q12527438,1,1,P17+P131,1
Q18409549,1,1,P17+P131,1
Q12015148,1,1,P17+P131,1
Q13653582,1,1,P17+P131,1
Q1374281,1,0,P17_only,0
Q12543154,1,1,P17+P131,1
Q13641901,1,1,P17+P131,1
Q22202187,1,1,P17+P131,1
Q138209880,1,0,P17_only,0
Q120261493,1,0,P17_only,1
Q13640630,0,1,P131_only,1
Q20485046,1,1,P17+P131,0
Q13643757,1,1,P17+P131,1
Q16668973,1,1,P17+P131,1
Q32196749,1,0,P17_only,0
Q30973266,1,1,P17+P131,1
Q16695621,1,1,P17+P131,1
Q16720209,1,1,P17+P131,1
Q12532788,1,0,P17_only,1
Q43895215,1,1,P17+P131,0
Q32195636,1,0,P17_only,1
Q20098230,1,1,P17+P131,1
Q12555199,1,1,P17+P131,1
Q23958848,1,0,P17_only,1
Q32203634,1,0,P17_only,0
Q16675659,1,1,P17+P131,1
Q27357127,1,0,P17_only,0
Q27348236,1,0,P17_only,0
Q16274254,1,1,P17+P131,0
Q16689586,1,1,P17+P131,1
Q12574255,1,0,P17_only,1
Q12563371,1,1,P17+P131,1
Q137527288,1,0,P17_only,0
Q15617734,1,1,P17+P131,1
Q4453904,1,0,P17_only,1
Q32183114,1,1,P17+P131,0
Q16652231,1,1,P17+P131,1
Q124222079,1,0,P17_only,0
Q118352575,1,0,P17_only,0
Q27351912,1,0,P17_only,0
Q4273748,1,0,P17_only,1
Q13652402,0,1,P131_only,1
Q13643738,1,1,P17+P131,1
Q16431490,1,0,P17_only,1
Q16661552,1,1,P17+P131,1
Q27430994,1,1,P17+P131,0
Q25504039,1,1,P17+P131,1
Q12685823,1,0,P17_only,0
Q32214472,1,1,P17+P131,0
Q27357400,1,0,P17_only,0
Q16651881,1,1,P17+P131,1
Q22814817,1,0,P17_only,0
Q18399355,1,1,P17+P131,1
Q13651865,1,1,P17+P131,1
Q16669414,1,1,P17+P131,1
Q111297004,1,0,P17_only,0
Q106368056,1,1,P17+P131,0
Q32199182,1,0,P17_only,0
Q32213419,1,0,P17_only,0
Q25495191,1,0,P17_only,1
Q12683662,1,0,P17_only,0
Q135828915,1,0,P17_only,0
Q25483121,1,0,P17_only,1
Q32197343,1,0,P17_only,0
Q32217758,1,0,P17_only,0
Q27354918,1,0,P17_only,0
Q12560409,1,1,P17+P131,1
Q12564067,1,1,P17+P131,1
Q17749612,1,1,P17+P131,1
Q4509381,1,0,P17_only,1
Q16666356,1,1,P17+P131,0
Q13365403,0,1,P131_only,1
Q10858514,1,1,P17+P131,1
Q13652062,1,1,P17+P131,1
Q25504754,1,0,P17_only,1
Q13641864,1,1,P17+P131,1
Q16272964,1,1,P17+P131,1
Q27358272,1,0,P17_only,0
Q13664730,1,1,P17+P131,1
Q28504318,1,0,P17_only,1
Q27354330,1,0,P17_only,0
Q16434686,1,1,P17+P131,1
Q56367160,1,1,P17+P131,1
Q16432164,1,0,P17_only,1
Q32193367,1,1,P17+P131,1
Q12116093,1,0,P17_only,0
Q18401337,1,1,P17+P131,1
Q32169001,0,1,P131_only,0
Q31195818,1,0,P17_only,1
Q27354467,1,0,P17_only,0
Q16533271,0,1,P131_only,1
Q112654956,0,1,P131_only,0
Q12532036,1,0,P17_only,1
Q13641827,1,1,P17+P131,1
Q27430824,1,1,P17+P131,0
Q25500305,1,0,P17_only,1
Q32178218,1,1,P17+P131,0
Q32212502,1,0,P17_only,0
Q111297041,1,0,P17_only,0
Q12532809,1,0,P17_only,1
Q56367195,1,1,P17+P131,1
Q15617718,1,1,P17+P131,1
Q31283914,1,0,P17_only,0
Q1671144,1,0,P17_only,0
Q58235137,1,0,P17_only,0
Q25529598,1,0,P17_only,1
Q27355076,1,0,P17_only,0
Q10843582,1,1,P17+P131,1
Q32213119,1,0,P17_only,0
Q16646502,1,1,P17+P131,1
Q12550896,1,0,P17_only,1
Q111297040,1,0,P17_only,0
Q12552350,1,0,P17_only,1
Q32382,1,1,P17+P131,1
Q13647957,1,1,P17+P131,1
Q13643541,1,1,P17+P131,1
Q32213584,1,1,P17+P131,0
Q13648444,1,1,P17+P131,1
Q27354897,1,0,P17_only,0
Q17562676,1,1,P17+P131,1
Q32215146,1,0,P17_only,0
Q16720780,1,1,P17+P131,1
Q1551252,1,0,P17_only,0
Q12535424,1,0,P17_only,1
Q16690892,1,1,P17+P131,1
Q12530028,1,1,P17+P131,1
Q13664882,1,1,P17+P131,1
Q32201985,1,0,P17_only,0
Q16433205,1,0,P17_only,1
Q30969853,1,1,P17+P131,1
Q32214865,1,0,P17_only,0
Q30887694,1,1,P17+P131,0
Q13515550,0,1,P131_only,1
Q32200290,1,0,P17_only,0
Q18407811,1,1,P17+P131,1
Q12531376,1,1,P17+P131,1
Q32175722,1,1,P17+P131,0
Q18399221,1,1,P17+P131,1
Q106325842,1,0,P17_only,1
Q27357265,1,0,P17_only,0
Q48834780,1,0,P17_only,0
Q16272032,0,1,P131_only,1
Q20485982,1,0,P17_only,1
Q12575168,1,1,P17+P131,1
Q13552125,0,1,P131_only,1
Q30972144,1,1,P17+P131,1
Q98908392,0,1,P131_only,0
Q12531616,1,0,P17_only,1
Q68036955,1,0,P17_only,0
Q12530554,1,0,P17_only,1
Q13646012,1,1,P17+P131,1
Q7496918,1,1,P17+P131,1
Q55833196,1,0,P17_only,0
Q32185904,1,0,P17_only,0
Q60852068,1,0,P17_only,0
Q16719339,1,1,P17+P131,1
Q4509447,1,1,P17+P131,1
Q16433471,1,0,P17_only,1
Q13648977,1,1,P17+P131,1
Q56367459,1,1,P17+P131,1
Q27357877,1,0,P17_only,0
Q65250650,1,0,P17_only,1
Q61367392,1,1,P17+P131,1
Q190789,1,1,P17+P131,1
Q18407420,1,1,P17+P131,0
Q27354757,1,0,P17_only,0
Q13643153,0,1,P131_only,1
Q4208088,1,0,P17_only,1
Q13648992,1,1,P17+P131,1
Q111297052,1,0,P17_only,0
Q4507938,1,1,P17+P131,1
Q12528586,1,1,P17+P131,1
Q32214244,1,0,P17_only,0
Q32202673,1,0,P17_only,0
Q4208090,1,1,P17+P131,1
Q27358061,1,0,P17_only,0
Q135828813,1,0,P17_only,0
Q27352821,1,1,P17+P131,1
Q27355015,1,0,P17_only,0
Q61368990,1,1,P17+P131,1
Q13646206,1,1,P17+P131,1
Q32201076,1,0,P17_only,0
Q27356846,1,0,P17_only,0
Q108789732,1,1,P17+P131,0
Q16434305,1,0,P17_only,1
Q27357156,1,0,P17_only,0
Q4370127,1,0,P17_only,0
Q67893070,1,0,P17_only,0
Q8054291,1,1,P17+P131,1
Q108533838,1,0,P17_only,0
Q16718329,1,1,P17+P131,1
Q32178324,1,0,P17_only,0
Q32215376,1,0,P17_only,0
Q16719223,1,1,P17+P131,1
Q123363796,1,0,P17_only,0
Q56743448,1,0,P17_only,0
Q4071858,1,1,P17+P131,1
Q30973015,1,1,P17+P131,1
Q32186499,1,1,P17+P131,0
Q27355044,1,0,P17_only,0
Q12576398,1,1,P17+P131,1
Q12557481,1,0,P17_only,1
Q98908365,0,1,P131_only,0
Q16669240,1,1,P17+P131,1
Q32217554,1,0,P17_only,0
Q16699107,1,1,P17+P131,1
Q27357860,1,0,P17_only,0
Q27430978,1,0,P17_only,0
Q12545353,1,0,P17_only,1
Q16487889,0,1,P131_only,1
Q56367660,1,1,P17+P131,1
Q32201469,1,0,P17_only,0
Q12536722,1,1,P17+P131,1
Q137042408,1,1,P17+P131,1
Q12567592,1,0,P17_only,1
Q17494827,1,1,P17+P131,1
Q61368225,1,1,P17+P131,1
Q65257548,1,0,P17_only,0
Q32193647,1,0,P17_only,1
Q32186942,1,1,P17+P131,0
Q135829796,1,0,P17_only,0
Q16433172,1,0,P17_only,1
Q12556685,1,1,P17+P131,1
Q27352892,1,0,P17_only,0
Q30897553,1,1,P17+P131,0
Q27351690,1,0,P17_only,0
Q123363730,1,0,P17_only,0
Q135257178,1,0,P17_only,0
Q12536113,0,1,P131_only,1
Q21659703,1,1,P17+P131,1
Q27355042,1,0,P17_only,0
Q32174904,1,0,P17_only,0
Q4387272,1,0,P17_only,1
Q27350730,1,0,P17_only,0
Q27357583,1,0,P17_only,0
Q32189020,1,1,P17+P131,0
Q27355048,1,0,P17_only,0
Q13415451,0,1,P131_only,1
Q17562743,1,1,P17+P131,0
Q27355070,1,0,P17_only,0
Q131884765,1,1,P17+P131,1
Q32216871,1,0,P17_only,0
Q2224859,1,1,P17+P131,1
Q12558089,1,0,P17_only,1
Q13643374,1,1,P17+P131,1
Q13646237,1,1,P17+P131,1
Q20098688,1,1,P17+P131,1
Q20486005,1,0,P17_only,1
Q22031734,1,1,P17+P131,0
Q11600671,1,0,P17_only,0
Q20486027,1,0,P17_only,1
Q139907505,1,1,P17+P131,0
Q27430759,1,0,P17_only,0
Q135830062,1,0,P17_only,0
Q20098477,1,1,P17+P131,1
Q4146927,1,1,P17+P131,1
Q60770104,1,0,P17_only,0
Q12108528,1,0,P17_only,0
Q16706342,1,1,P17+P131,1
Q30591704,1,0,P17_only,0
Q4273749,1,1,P17+P131,1
Q16431738,1,0,P17_only,1
Q12561916,1,0,P17_only,1
Q136813838,1,0,P17_only,0
Q15732427,1,1,P17+P131,1
Q97210540,1,0,P17_only,0
Q12534084,1,0,P17_only,1
Q56366937,1,1,P17+P131,1
Q4393176,1,1,P17+P131,1
Q27430990,1,0,P17_only,0
Q18404871,1,1,P17+P131,1
Q12561219,1,0,P17_only,1
Q13055679,1,1,P17+P131,1
Q32200547,1,0,P17_only,0
Q32214821,1,0,P17_only,0
Q114043904,1,0,P17_only,1
Q1299866,1,0,P17_only,1
Q111297043,1,0,P17_only,0
Q32204015,1,0,P17_only,1
Q106167301,1,0,P17_only,1
Q131440847,1,1,P17+P131,1
Q4214349,1,0,P17_only,1
Q20458926,1,0,P17_only,0
Q60853376,1,1,P17+P131,0
Q4505606,1,1,P17+P131,1
Q731355,1,1,P17+P131,1
Q12564724,1,0,P17_only,1
Q12578184,1,0,P17_only,1
Q12538331,1,1,P17+P131,1
Q15617738,1,1,P17+P131,1
Q13662886,1,1,P17+P131,1
Q30974411,1,1,P17+P131,1
Q16661706,1,1,P17+P131,1
Q30975185,1,1,P17+P131,1
Q123363645,1,0,P17_only,0
Q16432952,1,0,P17_only,1
Q12561921,1,0,P17_only,1
Q105198826,1,0,P17_only,1
Q25516023,1,0,P17_only,1
Q65263387,1,1,P17+P131,0
Q12544015,0,1,P131_only,1
Q7575528,1,1,P17+P131,1
Q12576288,1,0,P17_only,1
Q32182059,1,0,P17_only,0
Q123363502,1,0,P17_only,0
Q27925687,1,1,P17+P131,0
Q32217434,1,0,P17_only,0
Q13664221,1,1,P17+P131,1
Q123363839,1,0,P17_only,0
Q27352571,0,1,P131_only,0
Q16434031,1,1,P17+P131,1
Q18401831,1,1,P17+P131,1
Q17562680,1,1,P17+P131,1
Q16721217,1,1,P17+P131,1
Q32197288,1,1,P17+P131,0
Q17494804,1,1,P17+P131,1
Q32184297,1,1,P17+P131,1
Q24910596,1,0,P17_only,0
Q16705619,1,1,P17+P131,1
Q11552697,1,1,P17+P131,1
Q2194280,1,0,P17_only,0
Q97316269,1,0,P17_only,0
Q12556424,1,1,P17+P131,1
Q12569610,1,1,P17+P131,1
Q12682811,1,0,P17_only,0
Q18400412,1,1,P17+P131,1
Q27351104,1,0,P17_only,0
Q18400946,1,1,P17+P131,0
Q6361888,1,1,P17+P131,1
Q32188164,1,0,P17_only,0
Q1538192,1,0,P17_only,1
Q27357220,1,0,P17_only,0
Q12559024,1,1,P17+P131,1
Q135829782,1,0,P17_only,0
Q32182097,1,1,P17+P131,0
Q135828589,1,0,P17_only,0
Q13643464,1,1,P17+P131,1
Q27352022,1,0,P17_only,0
Q18407548,1,1,P17+P131,1
Q27351934,1,1,P17+P131,0
Q27352811,1,0,P17_only,1
Q13667368,1,1,P17+P131,1
Q48848557,1,0,P17_only,0
Q65250988,1,0,P17_only,1
Q123363497,1,0,P17_only,0
Q12543754,0,1,P131_only,1
Q13657563,1,1,P17+P131,1
Q12531240,1,0,P17_only,1
Q123225281,1,0,P17_only,0
Q18401478,1,1,P17+P131,1
Q13646889,1,1,P17+P131,1
Q20077513,1,1,P17+P131,1
Q18398763,1,1,P17+P131,1
Q12550920,1,0,P17_only,1
Q4297537,1,1,P17+P131,1
Q112004047,1,0,P17_only,0
Q12536416,1,1,P17+P131,1
Q27357980,1,0,P17_only,0
Q135829862,1,0,P17_only,0
Q32203575,1,1,P17+P131,0
Q32197431,1,0,P17_only,0
Q12573797,1,0,P17_only,1
Q2295811,1,0,P17_only,0
Q27354717,1,0,P17_only,0
Q32196859,1,0,P17_only,0
Q12567767,1,1,P17+P131,1
Q16434769,1,1,P17+P131,1
Q13648648,1,1,P17+P131,1
Q16273410,1,1,P17+P131,1
Q16272049,0,1,P131_only,1
Q32206518,1,0,P17_only,0
Q16676429,1,1,P17+P131,1
Q16709892,1,0,P17_only,1
Q1046034,1,1,P17+P131,1
Q32191125,1,1,P17+P131,0
Q25499108,1,0,P17_only,1
Q12579267,1,0,P17_only,1
Q16431915,1,0,P17_only,1
Q124255784,1,0,P17_only,0
Q12534484,1,0,P17_only,1
Q20485813,1,0,P17_only,1
Q22204318,1,1,P17+P131,1
Q1705424,1,0,P17_only,1
Q12546332,1,0,P17_only,1
Q16431811,1,1,P17+P131,1
Q65130383,1,0,P17_only,0
Q16433373,1,0,P17_only,1
Q110740702,1,0,P17_only,0
Q12701522,1,0,P17_only,0
Q16432910,1,0,P17_only,1
Q16273340,1,1,P17+P131,1
Q12532040,1,0,P17_only,1
Q18401550,1,1,P17+P131,1
Q48956143,1,0,P17_only,0
Q10858634,1,0,P17_only,1
Q13643225,0,1,P131_only,1
Q85735535,1,0,P17_only,0
Q30972851,1,1,P17+P131,1
Q32207932,0,1,P131_only,0
Q97171537,1,1,P17+P131,0
Q16274632,1,1,P17+P131,1
Q32218537,1,0,P17_only,0
Q20098451,1,1,P17+P131,1
Q130282557,1,0,P17_only,0
Q12560727,1,0,P17_only,1
Q115936846,1,0,P17_only,0
Q55833330,1,0,P17_only,0
Q1972772,1,0,P17_only,1
Q12571025,1,1,P17+P131,1
Q32189478,1,0,P17_only,0
Q123225268,1,0,P17_only,0
Q12537241,1,1,P17+P131,1
Q13649093,1,1,P17+P131,1
Q28402868,1,1,P17+P131,1
Q13645660,1,1,P17+P131,1
Q12567148,1,0,P17_only,1
Q32175681,1,0,P17_only,0
Q56368546,1,1,P17+P131,1
Q137844429,1,1,P17+P131,0
Q16434625,1,1,P17+P131,1
Q12532335,1,0,P17_only,1
Q20484402,1,0,P17_only,1
Q135830055,1,0,P17_only,0
Q4268087,1,1,P17+P131,1
Q16716269,1,1,P17+P131,1
Q13663962,1,1,P17+P131,1
Q4059387,1,1,P17+P131,1
Q6678122,1,0,P17_only,0
Q123363600,1,0,P17_only,0
Q111297047,1,0,P17_only,0
Q13645752,1,1,P17+P131,1
Q56367207,1,1,P17+P131,1
Q12573733,1,0,P17_only,1
Q16273920,1,1,P17+P131,1
Q25505511,1,1,P17+P131,0
Q16719400,1,1,P17+P131,1
Q17494771,1,1,P17+P131,1
Q13641940,1,1,P17+P131,1
Q12555215,1,0,P17_only,1
Q16691972,1,1,P17+P131,1
Q16719677,1,0,P17_only,0
Q32216685,1,1,P17+P131,0
Q12689513,1,0,P17_only,0
Q13641625,1,1,P17+P131,1
Q4286801,1,0,P17_only,1
Q13663973,1,1,P17+P131,1
Q27356939,1,0,P17_only,0
Q13642297,1,1,P17+P131,0
Q32171157,1,0,P17_only,0
Q32177222,1,0,P17_only,0
Q16433752,1,0,P17_only,1
Q137942263,1,0,P17_only,0
Q12572694,1,1,P17+P131,1
Q32172921,1,0,P17_only,0
Q12029041,1,0,P17_only,0
Q13646102,1,1,P17+P131,1
Q16433506,1,0,P17_only,1
Q27354840,1,0,P17_only,0
Q140642491,1,0,P17_only,0
Q137527272,1,0,P17_only,0
Q12576427,1,0,P17_only,1
Q111296985,1,0,P17_only,0
Q12555411,1,1,P17+P131,1
Q32170922,1,1,P17+P131,0
Q32200397,1,0,P17_only,1
Q27348496,1,0,P17_only,0
Q12556404,1,1,P17+P131,1
Q20486216,1,0,P17_only,1
Q13664379,1,1,P17+P131,1
Q16648274,1,1,P17+P131,1
Q13649817,1,1,P17+P131,1
Q4184341,1,1,P17+P131,1
Q20091895,1,1,P17+P131,1
Q32168334,0,1,P131_only,0
Q12566026,1,1,P17+P131,1
Q1047824,1,1,P17+P131,1
Q16433305,1,1,P17+P131,1
Q135829814,1,0,P17_only,0
Q136268982,1,0,P17_only,0
Q32218776,1,0,P17_only,0
Q4353954,1,0,P17_only,0
Q27430809,1,0,P17_only,0
Q32194772,1,0,P17_only,0
Q135828805,1,0,P17_only,0
Q4507719,1,1,P17+P131,1
Q20486034,1,0,P17_only,1
Q45728564,1,0,P17_only,0
Q13365408,0,1,P131_only,1
Q123363507,1,0,P17_only,0
Q58743499,1,0,P17_only,0
Q12566993,1,0,P17_only,1
Q12528151,1,1,P17+P131,1
Q16673220,1,1,P17+P131,1
Q16431467,1,1,P17+P131,1
Q12548042,1,0,P17_only,1
Q18401617,1,0,P17_only,1
Q4211844,1,0,P17_only,1
Q12565001,1,1,P17+P131,1
Q20098226,1,1,P17+P131,1
Q13641914,1,1,P17+P131,1
Q107501152,1,0,P17_only,0
Q4509518,1,1,P17+P131,1
Q20727686,1,0,P17_only,0
Q4235803,1,1,P17+P131,1
Q12535801,1,0,P17_only,1
Q1586581,1,0,P17_only,1
Q1765261,1,1,P17+P131,1
Q16651159,1,1,P17+P131,1
Q18409550,1,1,P17+P131,1
Q137527300,1,0,P17_only,0
Q2662948,1,0,P17_only,0
Q16533357,0,1,P131_only,1
Q18401582,1,1,P17+P131,1
Q131372312,1,1,P17+P131,1
Q32192043,1,0,P17_only,0
Q56367103,1,1,P17+P131,1
Q4213686,1,1,P17+P131,1
Q16431641,1,0,P17_only,1
Q16665896,1,1,P17+P131,0
Q55658628,1,0,P17_only,0
Q136090923,1,0,P17_only,0
Q111862474,1,0,P17_only,0
Q4278110,1,1,P17+P131,1
Q32185610,1,0,P17_only,0
Q6503248,1,0,P17_only,0
Q20486073,1,0,P17_only,1
Q110259506,1,0,P17_only,0
Q13359490,0,1,P131_only,1
Q13651821,1,1,P17+P131,1
Q13646947,1,1,P17+P131,1
Q13646529,1,1,P17+P131,1
Q32181927,1,0,P17_only,0
Q952951,1,1,P17+P131,1
Q4586539,1,0,P17_only,0
Q16720188,1,1,P17+P131,1
Q12528366,1,1,P17+P131,1
Q56368476,1,1,P17+P131,1
Q13641600,1,1,P17+P131,1
Q135829319,1,0,P17_only,0
Q27430855,1,0,P17_only,0
Q61367080,1,1,P17+P131,1
Q27351071,1,0,P17_only,0
Q27354789,1,0,P17_only,0
Q60464475,1,0,P17_only,0
Q2556214,1,1,P17+P131,1
Q4212763,1,1,P17+P131,1
Q18401868,1,1,P17+P131,0
Q1047502,1,1,P17+P131,1
Q27430814,1,1,P17+P131,0
Q13649097,1,1,P17+P131,1
Q13664400,1,1,P17+P131,1
Q2550418,1,1,P17+P131,1
Q27355019,1,0,P17_only,0
Q13649793,1,1,P17+P131,1
Q32205664,1,0,P17_only,0
Q16274069,1,1,P17+P131,1
Q108533905,1,0,P17_only,0
Q27357026,1,0,P17_only,0
Q20098327,1,1,P17+P131,1
Q18408110,1,1,P17+P131,1
Q116172848,1,0,P17_only,0
Q32172901,1,0,P17_only,1
Q16663259,1,1,P17+P131,1
Q30972371,1,1,P17+P131,1
Q13655931,1,1,P17+P131,1
Q12566076,1,1,P17+P131,1
Q124675500,1,0,P17_only,0
Q16721547,1,1,P17+P131,1
Q135830035,1,0,P17_only,0
Q32215872,1,1,P17+P131,0
Q12570539,1,1,P17+P131,1
Q28224883,1,0,P17_only,1
Q32214749,1,0,P17_only,0
Q25505198,1,1,P17+P131,1
Q109358287,1,0,P17_only,0
Q2254696,1,1,P17+P131,1
Q12536753,1,1,P17+P131,1
Q135829177,1,0,P17_only,0
Q12576482,1,0,P17_only,1
Q27354762,1,0,P17_only,0
Q13640934,1,1,P17+P131,1
Q123363650,1,0,P17_only,0
Q27357512,1,0,P17_only,0
Q106281571,1,0,P17_only,0
Q32212068,1,0,P17_only,0
Q12530029,1,0,P17_only,1
Q27354831,1,0,P17_only,0
Q16669486,1,1,P17+P131,1
Q4069000,1,1,P17+P131,1
Q965890,1,0,P17_only,0
Q12565328,1,1,P17+P131,1
Q27352200,1,0,P17_only,0
Q27430633,1,0,P17_only,0
Q12528524,1,1,P17+P131,1
Q16432433,1,0,P17_only,1
Q27351715,1,0,P17_only,0
Q135829145,1,0,P17_only,0
Q12566022,1,0,P17_only,1
Q12527464,1,1,P17+P131,1
Q3732926,1,1,P17+P131,1
Q12544845,1,0,P17_only,1
Q25521645,1,0,P17_only,1
Q16432482,1,0,P17_only,1
Q18397800,0,1,P131_only,0
Q12530107,1,0,P17_only,1
Q27354708,1,0,P17_only,0
Q16433346,1,1,P17+P131,1
Q65175666,1,0,P17_only,0
Q4213696,1,1,P17+P131,1
Q12528488,1,0,P17_only,1
Q16670973,1,1,P17+P131,1
Q110259528,1,0,P17_only,0
Q16431193,1,1,P17+P131,1
Q16673382,1,1,P17+P131,1
Q12534543,1,0,P17_only,1
Q123012431,1,0,P17_only,1
Q13646039,1,1,P17+P131,1
Q27358096,1,0,P17_only,0
Q192567,1,1,P17+P131,1
Q16433534,1,0,P17_only,1
Q12564358,1,1,P17+P131,1
Q13641773,1,1,P17+P131,1
Q4251975,1,1,P17+P131,1
Q12529727,1,0,P17_only,1
Q18408749,1,1,P17+P131,1
Q20098141,1,1,P17+P131,1
Q27355067,1,0,P17_only,0
Q32191555,1,0,P17_only,0
Q12552645,1,1,P17+P131,1
Q101138386,1,0,P17_only,0
Q27356976,1,0,P17_only,0
Q1596369,1,1,P17+P131,0
Q13643367,1,1,P17+P131,1
Q16431786,1,0,P17_only,1
Q12579252,1,0,P17_only,1
Q13664225,1,1,P17+P131,1
Q32195392,1,0,P17_only,0
Q746541,1,0,P17_only,1
Q13652053,1,1,P17+P131,1
Q12544709,0,1,P131_only,1
Q97213337,1,0,P17_only,1
Q20484516,1,0,P17_only,1
Q107752344,1,0,P17_only,0
Q16685562,1,1,P17+P131,1
Q13643131,0,1,P131_only,1
Q18407288,1,1,P17+P131,1
Q32197243,1,0,P17_only,0
Q12568555,1,1,P17+P131,1
Q13423422,0,1,P131_only,1
Q32179062,1,1,P17+P131,0
Q13647442,1,1,P17+P131,1
Q97160927,1,0,P17_only,0
Q56277692,1,0,P17_only,0
Q4076876,1,1,P17+P131,1
