qid,has_kkwiki,p21,p21_group,p21_corrected,gender
Q120720727,0,Q6581097,Q6581097,Q6581097,Male
Q120721604,0,Q6581097,Q6581097,Q6581097,Male
Q120726011,0,Q6581097,Q6581097,Q6581097,Male
Q120728670,0,Q6581097,Q6581097,Q6581097,Male
Q120728669,0,Q6581097,Q6581097,Q6581097,Male
Q120757075,0,Q6581097,Q6581097,Q6581097,Male
Q120759952,0,Q6581072,Q6581072,Q6581072,Female
Q120759956,0,Q6581072,Q6581072,Q6581072,Female
Q120768174,0,Q6581097,Q6581097,Q6581097,Male
Q120783618,0,Q6581097,Q6581097,Q6581097,Male
Q4901647,0,Q6581072,Q6581072,Q6581072,Female
Q4937465,0,Q6581097,Q6581097,Q6581097,Male
Q4938954,1,Q6581097,Q6581097,Q6581097,Male
Q5016087,0,Q6581072,Q6581072,Q6581072,Female
Q39383079,0,Q6581097,Q6581097,Q6581097,Male
Q107424128,0,Q6581097,Q6581097,Q6581097,Male
Q107426307,0,Q6581097,Q6581097,Q6581097,Male
Q107429871,1,Q6581072,Q6581072,Q6581072,Female
Q107430942,1,Q6581072,Q6581072,Q6581072,Female
Q107462605,0,Q6581097,Q6581097,Q6581097,Male
Q107485020,1,Q6581097,Q6581097,Q6581097,Male
Q107494513,0,Q6581072,Q6581072,Q6581072,Female
Q107521219,0,Q6581097,Q6581097,Q6581097,Male
Q107568264,0,Q6581097,Q6581097,Q6581097,Male
Q107568541,0,Q6581097,Q6581097,Q6581097,Male
Q107579889,0,Q6581097,Q6581097,Q6581097,Male
Q107584899,0,Q6581097,Q6581097,Q6581097,Male
Q107585947,1,Q6581072,Q6581072,Q6581072,Female
Q107608234,0,Q6581097,Q6581097,Q6581097,Male
Q107616365,0,Q6581097,Q6581097,Q6581097,Male
Q107620401,0,Q6581097,Q6581097,Q6581097,Male
Q107620842,0,Q6581097,Q6581097,Q6581097,Male
Q107637292,1,Q6581097,Q6581097,Q6581097,Male
Q107643386,0,Q6581097,Q6581097,Q6581097,Male
Q107647363,0,Q6581072,Q6581072,Q6581072,Female
Q107648931,1,Q6581072,Q6581072,Q6581072,Female
Q107656382,0,Q6581072,Q6581072,Q6581072,Female
Q107672598,0,Q6581097,Q6581097,Q6581097,Male
Q107691379,0,Q6581072,Q6581072,Q6581072,Female
Q107735872,0,Q6581097,Q6581097,Q6581097,Male
Q107767314,0,Q6581097,Q6581097,Q6581097,Male
Q107767317,0,Q6581097,Q6581097,Q6581097,Male
Q107776488,0,Q6581097,Q6581097,Q6581097,Male
Q107779862,0,Q6581097,Q6581097,Q6581097,Male
Q107920659,1,Q6581072,Q6581072,Q6581072,Female
Q107964573,0,Q6581097,Q6581097,Q6581097,Male
Q107969263,0,Q6581072,Q6581072,Q6581072,Female
Q107976291,0,Q6581072,Q6581072,Q6581072,Female
Q107976672,0,Q6581072,Q6581072,Q6581072,Female
Q108046143,0,Q6581097,Q6581097,Q6581097,Male
Q108075808,0,Q6581072,Q6581072,Q6581072,Female
Q108103278,1,Q6581097,Q6581097,Q6581097,Male
Q108104657,1,Q6581097,Q6581097,Q6581097,Male
Q108115954,1,Q6581072,Q6581072,Q6581072,Female
Q108171901,0,Q6581097,Q6581097,Q6581097,Male
Q108171915,0,Q6581097,Q6581097,Q6581097,Male
Q108171942,0,Q6581097,Q6581097,Q6581097,Male
Q108198973,0,Q6581097,Q6581097,Q6581097,Male
Q108201342,0,Q6581097,Q6581097,Q6581097,Male
Q108201398,0,Q6581097,Q6581097,Q6581097,Male
Q108282407,0,Q6581097,Q6581097,Q6581097,Male
Q108283119,1,Q6581097,Q6581097,Q6581097,Male
Q108296807,0,Q6581097,Q6581097,Q6581097,Male
Q108306139,0,Q6581097,Q6581097,Q6581097,Male
Q108313382,0,Q6581072,Q6581072,Q6581072,Female
Q108321871,0,Q6581097,Q6581097,Q6581097,Male
Q108323399,0,Q6581072,Q6581072,Q6581072,Female
Q108363813,0,Q6581097,Q6581097,Q6581097,Male
Q108380369,1,Q6581097,Q6581097,Q6581097,Male
Q108380375,1,Q6581097,Q6581097,Q6581097,Male
Q108417629,0,Q6581072,Q6581072,Q6581072,Female
Q108444599,0,Q6581072,Q6581072,Q6581072,Female
Q108444818,0,Q6581072,Q6581072,Q6581072,Female
Q108454518,0,Q6581097,Q6581097,Q6581097,Male
Q108463265,1,Q6581072,Q6581072,Q6581072,Female
Q108766436,0,Q6581097,Q6581097,Q6581097,Male
Q108787130,1,Q6581097,Q6581097,Q6581097,Male
Q108793795,0,Q6581072,Q6581072,Q6581072,Female
Q108807437,0,Q6581097,Q6581097,Q6581097,Male
Q108837574,0,Q6581072,Q6581072,Q6581072,Female
Q108837645,0,Q6581097,Q6581097,Q6581097,Male
Q108876669,0,Q6581097,Q6581097,Q6581097,Male
Q108936240,0,Q6581097,Q6581097,Q6581097,Male
Q109258111,0,Q6581072,Q6581072,Q6581072,Female
Q109266164,0,Q6581097,Q6581097,Q6581097,Male
Q109338922,0,Q6581097,Q6581097,Q6581097,Male
Q109356681,0,Q6581072,Q6581072,Q6581072,Female
Q109356685,1,Q6581097,Q6581097,Q6581097,Male
Q109356689,0,Q6581097,Q6581097,Q6581097,Male
Q109381049,0,,MISSING,MISSING,Missing P21
Q109407016,1,Q6581097,Q6581097,Q6581097,Male
Q109409308,0,Q6581072,Q6581072,Q6581072,Female
Q109423653,0,Q6581097,Q6581097,Q6581097,Male
Q109452198,0,Q6581097,Q6581097,Q6581097,Male
Q109452216,0,Q6581097,Q6581097,Q6581097,Male
Q109452217,0,Q6581097,Q6581097,Q6581097,Male
Q109452589,0,Q6581097,Q6581097,Q6581097,Male
Q109452595,0,Q6581097,Q6581097,Q6581097,Male
Q109452604,0,Q6581097,Q6581097,Q6581097,Male
Q109452605,0,Q6581097,Q6581097,Q6581097,Male
Q109452608,1,Q6581097,Q6581097,Q6581097,Male
Q109452683,1,Q6581097,Q6581097,Q6581097,Male
Q109452684,0,Q6581097,Q6581097,Q6581097,Male
Q109452688,1,Q6581097,Q6581097,Q6581097,Male
Q109453066,0,Q6581097,Q6581097,Q6581097,Male
Q109453067,0,Q6581097,Q6581097,Q6581097,Male
Q109469546,0,Q6581072,Q6581072,Q6581072,Female
Q109470082,0,Q6581072,Q6581072,Q6581072,Female
Q109484660,0,Q6581072,Q6581072,Q6581072,Female
Q109484726,0,Q6581097,Q6581097,Q6581097,Male
Q109484885,0,Q6581097,Q6581097,Q6581097,Male
Q109485080,1,Q6581097,Q6581097,Q6581097,Male
Q109485212,0,Q6581097,Q6581097,Q6581097,Male
Q109485253,1,Q6581097,Q6581097,Q6581097,Male
Q109485750,0,Q6581097,Q6581097,Q6581097,Male
Q109485945,1,Q6581097,Q6581097,Q6581097,Male
Q109486643,0,Q6581097,Q6581097,Q6581097,Male
Q109486755,0,Q6581097,Q6581097,Q6581097,Male
Q109486826,0,Q6581072,Q6581072,Q6581072,Female
Q109487277,0,Q6581097,Q6581097,Q6581097,Male
Q109487282,0,Q6581097,Q6581097,Q6581097,Male
Q109487382,0,Q6581097,Q6581097,Q6581097,Male
Q109487405,0,Q6581097,Q6581097,Q6581097,Male
Q109487486,0,Q6581097,Q6581097,Q6581097,Male
Q109487634,0,Q6581097,Q6581097,Q6581097,Male
Q109487678,0,Q6581097,Q6581097,Q6581097,Male
Q109487788,1,Q6581072,Q6581072,Q6581072,Female
Q109487789,0,Q6581097,Q6581097,Q6581097,Male
Q109487792,0,Q6581097,Q6581097,Q6581097,Male
Q109487876,0,Q6581097,Q6581097,Q6581097,Male
Q109488211,0,Q6581097,Q6581097,Q6581097,Male
Q109488349,1,Q6581097,Q6581097,Q6581097,Male
Q109488604,0,Q6581072,Q6581072,Q6581072,Female
Q109488643,0,Q6581097,Q6581097,Q6581097,Male
Q109488916,0,Q6581097,Q6581097,Q6581097,Male
Q109489785,0,Q6581097,Q6581097,Q6581097,Male
Q109489845,0,Q6581097,Q6581097,Q6581097,Male
Q109490055,1,Q6581072,Q6581072,Q6581072,Female
Q109490197,1,Q6581072,Q6581072,Q6581072,Female
Q109490226,0,Q6581097,Q6581097,Q6581097,Male
Q109490370,0,Q6581097,Q6581097,Q6581097,Male
Q109490386,0,Q6581097,Q6581097,Q6581097,Male
Q109491336,0,Q6581097,Q6581097,Q6581097,Male
Q109491667,0,Q6581097,Q6581097,Q6581097,Male
Q109492386,1,Q6581097,Q6581097,Q6581097,Male
Q109492459,0,Q6581097,Q6581097,Q6581097,Male
Q109492571,0,Q6581097,Q6581097,Q6581097,Male
Q109492781,0,Q6581072,Q6581072,Q6581072,Female
Q109492954,0,Q6581097,Q6581097,Q6581097,Male
Q109492952,0,Q6581097,Q6581097,Q6581097,Male
Q109493190,0,Q6581097,Q6581097,Q6581097,Male
Q109493659,0,Q6581097,Q6581097,Q6581097,Male
Q109493842,1,Q6581097,Q6581097,Q6581097,Male
Q109493950,1,Q6581072,Q6581072,Q6581072,Female
Q109493971,1,Q6581097,Q6581097,Q6581097,Male
Q109494332,0,Q6581097,Q6581097,Q6581097,Male
Q109494854,0,Q6581097,Q6581097,Q6581097,Male
Q109495457,1,Q6581097,Q6581097,Q6581097,Male
Q109495821,0,Q6581097,Q6581097,Q6581097,Male
Q109495988,0,Q6581097,Q6581097,Q6581097,Male
Q109499085,0,Q6581097,Q6581097,Q6581097,Male
Q109502181,0,Q6581097,Q6581097,Q6581097,Male
Q109514106,0,Q6581097,Q6581097,Q6581097,Male
Q109518253,0,Q6581097,Q6581097,Q6581097,Male
Q109545594,0,Q6581097,Q6581097,Q6581097,Male
Q109563001,1,Q6581072,Q6581072,Q6581072,Female
Q109649067,0,Q6581097,Q6581097,Q6581097,Male
Q109658698,0,Q6581097,Q6581097,Q6581097,Male
Q109769406,0,Q6581072,Q6581072,Q6581072,Female
Q109907285,0,Q6581072,Q6581072,Q6581072,Female
Q109908529,0,Q6581072,Q6581072,Q6581072,Female
Q110114037,1,Q6581097,Q6581097,Q6581097,Male
Q110114060,1,Q6581072,Q6581072,Q6581072,Female
Q110114130,1,Q6581097,Q6581097,Q6581097,Male
Q110114293,1,Q6581097,Q6581097,Q6581097,Male
Q110116486,1,Q6581097,Q6581097,Q6581097,Male
Q110116535,1,Q6581097,Q6581097,Q6581097,Male
Q110116574,1,Q6581097,Q6581097,Q6581097,Male
Q110118112,0,,MISSING,MISSING,Missing P21
Q110245195,0,Q6581097,Q6581097,Q6581097,Male
Q110251032,0,Q6581097,Q6581097,Q6581097,Male
Q110252460,0,Q6581072,Q6581072,Q6581072,Female
Q110269905,0,Q6581072,Q6581072,Q6581072,Female
Q110287122,0,Q6581097,Q6581097,Q6581097,Male
Q110357540,0,Q6581072,Q6581072,Q6581072,Female
Q110403853,0,Q6581097,Q6581097,Q6581097,Male
Q110434889,1,Q6581097,Q6581097,Q6581097,Male
Q110435609,0,Q6581097,Q6581097,Q6581097,Male
Q110438140,0,Q6581097,Q6581097,Q6581097,Male
Q110481927,1,Q6581097,Q6581097,Q6581097,Male
Q110529924,1,Q6581097,Q6581097,Q6581097,Male
Q110538671,0,Q6581072,Q6581072,Q6581072,Female
Q110556854,1,Q6581072,Q6581072,Q6581072,Female
Q110580558,0,Q6581097,Q6581097,Q6581097,Male
Q110584294,0,Q6581072,Q6581072,Q6581072,Female
Q110590136,1,Q6581097,Q6581097,Q6581097,Male
Q110632143,0,Q6581097,Q6581097,Q6581097,Male
Q110695520,0,Q6581072,Q6581072,Q6581072,Female
Q110721782,1,Q6581097,Q6581097,Q6581097,Male
Q110779673,0,Q6581097,Q6581097,Q6581097,Male
Q110814229,0,Q6581072,Q6581072,Q6581072,Female
Q110818863,0,Q6581097,Q6581097,Q6581097,Male
Q110825847,1,Q6581097,Q6581097,Q6581097,Male
Q110872289,0,Q6581097,Q6581097,Q6581097,Male
Q110872491,0,Q6581097,Q6581097,Q6581097,Male
Q110872512,0,Q6581097,Q6581097,Q6581097,Male
Q110872621,0,Q6581097,Q6581097,Q6581097,Male
Q110899937,1,Q6581097,Q6581097,Q6581097,Male
Q110901037,1,Q6581097,Q6581097,Q6581097,Male
Q110910581,1,Q6581097,Q6581097,Q6581097,Male
Q110910968,1,Q6581097,Q6581097,Q6581097,Male
Q110918271,1,Q6581097,Q6581097,Q6581097,Male
Q110933728,0,Q6581097,Q6581097,Q6581097,Male
Q110940886,1,Q6581097,Q6581097,Q6581097,Male
Q110949341,1,Q6581097,Q6581097,Q6581097,Male
Q110955574,0,Q6581097,Q6581097,Q6581097,Male
Q110970393,0,Q6581097,Q6581097,Q6581097,Male
Q110970411,0,Q6581097,Q6581097,Q6581097,Male
Q110972525,0,Q6581097,Q6581097,Q6581097,Male
Q110983635,0,Q6581072,Q6581072,Q6581072,Female
Q110992629,0,Q6581097,Q6581097,Q6581097,Male
Q111009909,1,Q6581097,Q6581097,Q6581097,Male
Q111017795,0,Q6581097,Q6581097,Q6581097,Male
Q111032969,0,Q6581097,Q6581097,Q6581097,Male
Q111064086,0,Q6581097,Q6581097,Q6581097,Male
Q111081927,0,Q6581097,Q6581097,Q6581097,Male
Q111194688,0,Q6581097,Q6581097,Q6581097,Male
Q111203333,0,Q6581097,Q6581097,Q6581097,Male
Q111203849,0,Q6581097,Q6581097,Q6581097,Male
Q111204030,0,Q6581097,Q6581097,Q6581097,Male
Q111204155,1,Q6581097,Q6581097,Q6581097,Male
Q111205481,1,Q6581097,Q6581097,Q6581097,Male
Q111219121,1,Q6581097,Q6581097,Q6581097,Male
Q111237789,1,Q6581097,Q6581097,Q6581097,Male
Q111239725,1,Q6581097,Q6581097,Q6581097,Male
Q111241503,1,Q6581097,Q6581097,Q6581097,Male
Q111241663,1,Q6581097,Q6581097,Q6581097,Male
Q111248736,0,Q6581097,Q6581097,Q6581097,Male
Q111251484,0,Q6581072,Q6581072,Q6581072,Female
Q111252256,0,Q6581072,Q6581072,Q6581072,Female
Q111255264,0,Q6581097,Q6581097,Q6581097,Male
Q111263559,0,Q6581097,Q6581097,Q6581097,Male
Q111269797,0,Q6581097,Q6581097,Q6581097,Male
Q111281214,1,Q6581097,Q6581097,Q6581097,Male
Q111281389,0,Q6581072,Q6581072,Q6581072,Female
Q111281398,0,Q6581097,Q6581097,Q6581097,Male
Q111281553,0,Q6581097,Q6581097,Q6581097,Male
Q111283889,0,Q6581097,Q6581097,Q6581097,Male
Q111284748,0,Q6581097,Q6581097,Q6581097,Male
Q111285542,0,Q6581097,Q6581097,Q6581097,Male
Q111286568,1,Q6581097,Q6581097,Q6581097,Male
Q111295980,0,Q6581097,Q6581097,Q6581097,Male
Q111302461,0,Q6581097,Q6581097,Q6581097,Male
Q111307686,0,Q6581097,Q6581097,Q6581097,Male
Q111310711,0,Q6581097,Q6581097,Q6581097,Male
Q111312173,0,Q6581097,Q6581097,Q6581097,Male
Q111317374,1,Q6581097,Q6581097,Q6581097,Male
Q111317666,1,Q6581097,Q6581097,Q6581097,Male
Q111335262,1,Q6581097,Q6581097,Q6581097,Male
Q111335865,0,Q6581097,Q6581097,Q6581097,Male
Q111337863,0,Q6581097,Q6581097,Q6581097,Male
Q111338018,0,Q6581097,Q6581097,Q6581097,Male
Q111338072,0,Q6581097,Q6581097,Q6581097,Male
Q111346317,0,Q6581097,Q6581097,Q6581097,Male
Q111346872,0,Q6581097,Q6581097,Q6581097,Male
Q111349245,0,Q6581097,Q6581097,Q6581097,Male
Q111356048,0,Q6581097,Q6581097,Q6581097,Male
Q111356181,0,Q6581097,Q6581097,Q6581097,Male
Q111359604,0,Q6581097,Q6581097,Q6581097,Male
Q111359788,0,Q6581097,Q6581097,Q6581097,Male
Q111360314,0,Q6581097,Q6581097,Q6581097,Male
Q111360425,0,Q6581097,Q6581097,Q6581097,Male
Q111366068,0,Q6581097,Q6581097,Q6581097,Male
Q111366379,0,Q6581097,Q6581097,Q6581097,Male
Q111366499,0,Q6581097,Q6581097,Q6581097,Male
Q111372382,0,Q6581097,Q6581097,Q6581097,Male
Q111372428,0,Q6581097,Q6581097,Q6581097,Male
Q111384094,0,Q6581097,Q6581097,Q6581097,Male
Q111384221,0,Q6581097,Q6581097,Q6581097,Male
Q111384360,0,Q6581097,Q6581097,Q6581097,Male
Q111394360,0,Q6581097,Q6581097,Q6581097,Male
Q111396039,0,Q6581097,Q6581097,Q6581097,Male
Q111411754,0,Q6581097,Q6581097,Q6581097,Male
Q111437123,0,Q6581097,Q6581097,Q6581097,Male
Q111437250,0,Q6581097,Q6581097,Q6581097,Male
Q111438502,0,Q6581097,Q6581097,Q6581097,Male
Q111438562,0,Q6581097,Q6581097,Q6581097,Male
Q111438681,0,Q6581097,Q6581097,Q6581097,Male
Q111467470,0,Q6581072,Q6581072,Q6581072,Female
Q111473160,0,Q6581072,Q6581072,Q6581072,Female
Q111473810,0,Q6581097,Q6581097,Q6581097,Male
Q111488719,0,Q6581097,Q6581097,Q6581097,Male
Q111534385,0,Q6581097,Q6581097,Q6581097,Male
Q111538776,0,Q6581097,Q6581097,Q6581097,Male
Q111549401,1,Q6581097,Q6581097,Q6581097,Male
Q111567742,1,Q6581097,Q6581097,Q6581097,Male
Q111575747,0,Q6581097,Q6581097,Q6581097,Male
Q111584968,0,Q6581097,Q6581097,Q6581097,Male
Q111589646,0,Q6581097,Q6581097,Q6581097,Male
Q111678297,0,Q6581097,Q6581097,Q6581097,Male
Q111692846,0,Q6581097,Q6581097,Q6581097,Male
Q111693574,1,Q6581097,Q6581097,Q6581097,Male
Q111693674,0,Q6581097,Q6581097,Q6581097,Male
Q111698970,0,Q6581097,Q6581097,Q6581097,Male
Q111709181,1,Q6581097,Q6581097,Q6581097,Male
Q111817763,0,Q6581072,Q6581072,Q6581072,Female
Q111822284,0,Q6581097,Q6581097,Q6581097,Male
Q111828290,0,Q6581072,Q6581072,Q6581072,Female
Q111848652,0,Q6581097,Q6581097,Q6581097,Male
Q111906837,0,Q6581097,Q6581097,Q6581097,Male
Q111988653,0,Q6581097,Q6581097,Q6581097,Male
Q112031288,0,Q6581097,Q6581097,Q6581097,Male
Q112107653,0,Q6581097,Q6581097,Q6581097,Male
Q112112856,0,Q6581097,Q6581097,Q6581097,Male
Q112118352,0,Q6581097,Q6581097,Q6581097,Male
Q123504247,0,Q6581072,Q6581072,Q6581072,Female
Q123504250,0,Q6581072,Q6581072,Q6581072,Female
Q123504251,0,Q6581072,Q6581072,Q6581072,Female
Q123504248,0,Q6581072,Q6581072,Q6581072,Female
Q123504254,0,Q6581072,Q6581072,Q6581072,Female
Q123504255,0,Q6581097,Q6581097,Q6581097,Male
Q123504252,0,Q6581097,Q6581097,Q6581097,Male
Q123504253,0,Q6581097,Q6581097,Q6581097,Male
Q123504258,0,Q6581097,Q6581097,Q6581097,Male
Q123504259,0,Q6581072,Q6581072,Q6581072,Female
Q123504256,0,Q6581072,Q6581072,Q6581072,Female
Q123504257,0,Q6581097,Q6581097,Q6581097,Male
Q123504262,0,Q6581097,Q6581097,Q6581097,Male
Q123504263,0,Q6581072,Q6581072,Q6581072,Female
Q123504260,0,Q6581097,Q6581097,Q6581097,Male
Q123504261,0,Q6581097,Q6581097,Q6581097,Male
Q123504266,0,Q6581097,Q6581097,Q6581097,Male
Q123504267,0,Q6581072,Q6581072,Q6581072,Female
Q123504264,0,Q6581097,Q6581097,Q6581097,Male
Q123504265,0,Q6581072,Q6581072,Q6581072,Female
Q123504270,0,Q6581097,Q6581097,Q6581097,Male
Q123504271,0,Q6581097,Q6581097,Q6581097,Male
Q123504268,0,Q6581097,Q6581097,Q6581097,Male
Q123504269,0,Q6581072,Q6581072,Q6581072,Female
Q123504274,0,Q6581072,Q6581072,Q6581072,Female
Q123504275,0,Q6581072,Q6581072,Q6581072,Female
Q123504272,0,Q6581097,Q6581097,Q6581097,Male
Q123504278,0,Q6581097,Q6581097,Q6581097,Male
Q123504279,0,Q6581072,Q6581072,Q6581072,Female
Q123504276,0,Q6581097,Q6581097,Q6581097,Male
Q123504277,0,Q6581072,Q6581072,Q6581072,Female
Q123504282,0,Q6581097,Q6581097,Q6581097,Male
Q123504283,0,Q6581097,Q6581097,Q6581097,Male
Q123504280,0,Q6581072,Q6581072,Q6581072,Female
Q123504281,0,Q6581097,Q6581097,Q6581097,Male
Q123504286,0,Q6581097,Q6581097,Q6581097,Male
Q123504287,0,Q6581072,Q6581072,Q6581072,Female
Q123504284,0,Q6581097,Q6581097,Q6581097,Male
Q123504285,0,Q6581072,Q6581072,Q6581072,Female
Q123504290,0,Q6581097,Q6581097,Q6581097,Male
Q123504291,0,Q6581072,Q6581072,Q6581072,Female
Q123504288,0,Q6581072,Q6581072,Q6581072,Female
Q123504289,0,Q6581097,Q6581097,Q6581097,Male
Q123504294,0,Q6581097,Q6581097,Q6581097,Male
Q123504292,0,Q6581072,Q6581072,Q6581072,Female
Q123504293,0,Q6581097,Q6581097,Q6581097,Male
Q123504296,0,Q6581097,Q6581097,Q6581097,Male
Q123504297,0,Q6581097,Q6581097,Q6581097,Male
Q123504302,0,Q6581072,Q6581072,Q6581072,Female
Q123504303,0,Q6581072,Q6581072,Q6581072,Female
Q123504301,0,Q6581097,Q6581097,Q6581097,Male
Q123504306,0,Q6581097,Q6581097,Q6581097,Male
Q123504307,0,Q6581097,Q6581097,Q6581097,Male
Q123504310,0,Q6581097,Q6581097,Q6581097,Male
Q123504311,0,Q6581097,Q6581097,Q6581097,Male
Q123504309,0,Q6581097,Q6581097,Q6581097,Male
Q123504314,0,Q6581097,Q6581097,Q6581097,Male
Q123504315,0,Q6581097,Q6581097,Q6581097,Male
Q123504312,0,Q6581072,Q6581072,Q6581072,Female
Q123504313,0,Q6581072,Q6581072,Q6581072,Female
Q123504318,0,Q6581097,Q6581097,Q6581097,Male
Q123504319,0,Q6581097,Q6581097,Q6581097,Male
Q123504316,0,Q6581072,Q6581072,Q6581072,Female
Q123504317,0,Q6581097,Q6581097,Q6581097,Male
Q123504322,0,Q6581097,Q6581097,Q6581097,Male
Q123504323,0,Q6581097,Q6581097,Q6581097,Male
Q123504320,0,Q6581097,Q6581097,Q6581097,Male
Q123504321,0,Q6581072,Q6581072,Q6581072,Female
Q123504324,0,Q6581097,Q6581097,Q6581097,Male
Q123505270,0,Q6581072,Q6581072,Q6581072,Female
Q123505271,0,Q6581097,Q6581097,Q6581097,Male
Q123505268,0,Q6581097,Q6581097,Q6581097,Male
Q123505269,0,Q6581097,Q6581097,Q6581097,Male
Q123505274,0,Q6581097,Q6581097,Q6581097,Male
Q123505275,0,Q6581072,Q6581072,Q6581072,Female
Q123505272,0,Q6581097,Q6581097,Q6581097,Male
Q123505273,0,Q6581097,Q6581097,Q6581097,Male
Q123505278,0,Q6581097,Q6581097,Q6581097,Male
Q123505279,0,Q6581072,Q6581072,Q6581072,Female
Q123505276,0,Q6581097,Q6581097,Q6581097,Male
Q123505277,0,Q6581072,Q6581072,Q6581072,Female
Q123505282,0,Q6581097,Q6581097,Q6581097,Male
Q123505283,0,Q6581097,Q6581097,Q6581097,Male
Q123505280,0,Q6581097,Q6581097,Q6581097,Male
Q123505281,0,Q6581097,Q6581097,Q6581097,Male
Q123505286,0,Q6581097,Q6581097,Q6581097,Male
Q123505287,0,Q6581097,Q6581097,Q6581097,Male
Q123505284,0,Q6581097,Q6581097,Q6581097,Male
Q123505285,0,Q6581072,Q6581072,Q6581072,Female
Q123505291,0,Q6581072,Q6581072,Q6581072,Female
Q123505288,0,Q6581097,Q6581097,Q6581097,Male
Q123505289,0,Q6581097,Q6581097,Q6581097,Male
Q123514167,0,Q6581097,Q6581097,Q6581097,Male
Q123553054,0,Q6581097,Q6581097,Q6581097,Male
Q123553065,0,Q6581097,Q6581097,Q6581097,Male
Q123735173,1,Q6581097,Q6581097,Q6581097,Male
Q123909225,0,Q6581097,Q6581097,Q6581097,Male
Q123938382,1,Q6581097,Q6581097,Q6581097,Male
Q123945441,0,Q6581072,Q6581072,Q6581072,Female
Q123972835,0,Q6581072,Q6581072,Q6581072,Female
Q124034046,0,Q6581097,Q6581097,Q6581097,Male
Q124035209,0,Q6581097,Q6581097,Q6581097,Male
Q124248767,0,Q6581097,Q6581097,Q6581097,Male
Q124248770,0,Q6581097,Q6581097,Q6581097,Male
Q124248771,0,Q6581097,Q6581097,Q6581097,Male
Q124248782,0,Q6581097,Q6581097,Q6581097,Male
Q124248781,0,Q6581097,Q6581097,Q6581097,Male
Q124249133,1,Q6581097,Q6581097,Q6581097,Male
Q124249344,0,Q6581097,Q6581097,Q6581097,Male
Q124249354,0,Q6581097,Q6581097,Q6581097,Male
Q124249352,0,Q6581097,Q6581097,Q6581097,Male
Q124255650,0,Q6581072,Q6581072,Q6581072,Female
Q124255649,0,Q6581072,Q6581072,Q6581072,Female
Q124255652,0,Q6581072,Q6581072,Q6581072,Female
Q124255661,0,Q6581072,Q6581072,Q6581072,Female
Q124255666,0,Q6581072,Q6581072,Q6581072,Female
Q124259330,0,Q6581097,Q6581097,Q6581097,Male
Q124287722,0,Q6581097,Q6581097,Q6581097,Male
Q124287721,0,Q6581097,Q6581097,Q6581097,Male
Q124287727,0,Q6581097,Q6581097,Q6581097,Male
Q124287754,0,Q6581097,Q6581097,Q6581097,Male
Q124289564,0,Q6581097,Q6581097,Q6581097,Male
Q124289823,0,Q6581097,Q6581097,Q6581097,Male
Q124290103,0,Q6581097,Q6581097,Q6581097,Male
Q124314491,0,Q6581097,Q6581097,Q6581097,Male
Q124316390,0,Q6581097,Q6581097,Q6581097,Male
Q124322552,0,Q6581072,Q6581072,Q6581072,Female
Q124323417,0,Q6581097,Q6581097,Q6581097,Male
Q124353680,1,Q6581097,Q6581097,Q6581097,Male
Q124360923,0,Q6581097,Q6581097,Q6581097,Male
Q124424106,0,Q6581097,Q6581097,Q6581097,Male
Q124436646,1,Q6581097,Q6581097,Q6581097,Male
Q124468046,1,Q6581097,Q6581097,Q6581097,Male
Q124468072,1,Q6581072,Q6581072,Q6581072,Female
Q124528454,0,Q6581072,Q6581072,Q6581072,Female
Q124544988,0,Q6581097,Q6581097,Q6581097,Male
Q124556055,0,Q6581072,Q6581072,Q6581072,Female
Q124562020,0,Q6581097,Q6581097,Q6581097,Male
Q124568874,0,Q6581097,Q6581097,Q6581097,Male
Q124616827,0,Q6581072,Q6581072,Q6581072,Female
Q124616956,0,Q6581072,Q6581072,Q6581072,Female
Q124617021,0,Q6581072,Q6581072,Q6581072,Female
Q124617038,0,Q6581072,Q6581072,Q6581072,Female
Q124630789,0,Q6581097,Q6581097,Q6581097,Male
Q124632044,0,Q6581072,Q6581072,Q6581072,Female
Q124634544,0,Q6581072,Q6581072,Q6581072,Female
Q124634629,0,Q6581072,Q6581072,Q6581072,Female
Q124634641,0,Q6581072,Q6581072,Q6581072,Female
Q124634665,0,Q6581072,Q6581072,Q6581072,Female
Q124634677,0,Q6581072,Q6581072,Q6581072,Female
Q124634754,0,Q6581072,Q6581072,Q6581072,Female
Q124634807,0,Q6581072,Q6581072,Q6581072,Female
Q124634826,0,Q6581072,Q6581072,Q6581072,Female
Q124634982,0,Q6581072,Q6581072,Q6581072,Female
Q124635016,0,Q6581072,Q6581072,Q6581072,Female
Q124635059,0,Q6581072,Q6581072,Q6581072,Female
Q124654053,0,Q6581097,Q6581097,Q6581097,Male
Q124657399,0,Q6581072,Q6581072,Q6581072,Female
Q124709907,0,Q6581097,Q6581097,Q6581097,Male
Q124710113,0,Q6581097,Q6581097,Q6581097,Male
Q124712327,0,Q6581097,Q6581097,Q6581097,Male
Q124721208,0,Q6581072,Q6581072,Q6581072,Female
Q124735904,1,Q6581097,Q6581097,Q6581097,Male
Q124742279,0,Q6581072,Q6581072,Q6581072,Female
Q124752019,0,Q6581097,Q6581097,Q6581097,Male
Q124752166,0,Q6581097,Q6581097,Q6581097,Male
Q124752192,0,Q6581072,Q6581072,Q6581072,Female
