qid,has_kkwiki,p21,p21_group,p21_corrected,gender
Q85861954,0,Q6581097,Q6581097,Q6581097,Male
Q85862192,0,Q6581097,Q6581097,Q6581097,Male
Q85863279,0,Q6581097,Q6581097,Q6581097,Male
Q85866014,1,Q6581097,Q6581097,Q6581097,Male
Q85867438,0,Q6581097,Q6581097,Q6581097,Male
Q85868382,1,Q6581097,Q6581097,Q6581097,Male
Q85868857,1,Q6581097,Q6581097,Q6581097,Male
Q86214916,1,Q6581072,Q6581072,Q6581072,Female
Q86234931,0,Q6581097,Q6581097,Q6581097,Male
Q86571459,0,Q6581097,Q6581097,Q6581097,Male
Q86606786,0,Q6581097,Q6581097,Q6581097,Male
Q86607060,0,Q6581097,Q6581097,Q6581097,Male
Q86724323,0,Q6581072,Q6581072,Q6581072,Female
Q87261872,0,Q6581097,Q6581097,Q6581097,Male
Q87343820,0,Q6581097,Q6581097,Q6581097,Male
Q87648468,0,Q6581072,Q6581072,Q6581072,Female
Q87711400,0,Q6581097,Q6581097,Q6581097,Male
Q87789627,0,Q6581072,Q6581072,Q6581072,Female
Q87987976,1,Q6581097,Q6581097,Q6581097,Male
Q88219781,1,Q6581097,Q6581097,Q6581097,Male
Q89043554,0,Q6581097,Q6581097,Q6581097,Male
Q89291459,0,Q6581072,Q6581072,Q6581072,Female
Q89291474,0,Q6581072,Q6581072,Q6581072,Female
Q89291533,0,Q6581097,Q6581097,Q6581097,Male
Q89419279,0,Q6581097,Q6581097,Q6581097,Male
Q89425546,0,Q6581097,Q6581097,Q6581097,Male
Q89888094,0,Q6581072,Q6581072,Q6581072,Female
Q90305666,1,Q6581097,Q6581097,Q6581097,Male
Q90410093,0,Q6581097,Q6581097,Q6581097,Male
Q90410496,0,Q6581097,Q6581097,Q6581097,Male
Q91103702,0,Q6581097,Q6581097,Q6581097,Male
Q91231776,0,Q6581097,Q6581097,Q6581097,Male
Q91231811,0,Q6581097,Q6581097,Q6581097,Male
Q91938283,0,Q6581097,Q6581097,Q6581097,Male
Q91941470,0,Q6581097,Q6581097,Q6581097,Male
Q93082599,0,Q6581097,Q6581097,Q6581097,Male
Q93132454,0,Q6581097,Q6581097,Q6581097,Male
Q93171481,0,Q6581072,Q6581072,Q6581072,Female
Q93176976,0,Q6581072,Q6581072,Q6581072,Female
Q93497321,0,Q6581072,Q6581072,Q6581072,Female
Q93601613,0,Q6581097,Q6581097,Q6581097,Male
Q93878744,0,Q6581097,Q6581097,Q6581097,Male
Q93915867,0,Q6581072,Q6581072,Q6581072,Female
Q93915895,0,Q6581072,Q6581072,Q6581072,Female
Q93915954,0,Q6581072,Q6581072,Q6581072,Female
Q94336519,0,Q6581072,Q6581072,Q6581072,Female
Q94390358,1,Q6581097,Q6581097,Q6581097,Male
Q94705749,0,Q6581072,Q6581072,Q6581072,Female
Q94730311,0,Q6581097,Q6581097,Q6581097,Male
Q95227612,1,Q6581072,Q6581072,Q6581072,Female
Q95820676,1,Q6581097,Q6581097,Q6581097,Male
Q96213329,0,Q6581072,Q6581072,Q6581072,Female
Q96213659,0,Q6581072,Q6581072,Q6581072,Female
Q96213704,0,Q6581072,Q6581072,Q6581072,Female
Q96274554,0,Q6581072,Q6581072,Q6581072,Female
Q96312581,0,Q6581097,Q6581097,Q6581097,Male
Q96359336,1,Q6581097,Q6581097,Q6581097,Male
Q96373843,0,Q6581097,Q6581097,Q6581097,Male
Q96622486,1,Q6581097,Q6581097,Q6581097,Male
Q96756098,0,Q6581097,Q6581097,Q6581097,Male
Q96757047,0,Q6581072,Q6581072,Q6581072,Female
Q96791251,0,Q6581097,Q6581097,Q6581097,Male
Q96791249,0,Q6581097,Q6581097,Q6581097,Male
Q96791253,0,Q6581097,Q6581097,Q6581097,Male
Q96791261,0,Q6581097,Q6581097,Q6581097,Male
Q97067145,0,Q6581072,Q6581072,Q6581072,Female
Q97163340,1,Q6581097,Q6581097,Q6581097,Male
Q97166640,0,Q6581097,Q6581097,Q6581097,Male
Q97166651,0,Q6581097,Q6581097,Q6581097,Male
Q97168006,0,Q6581097,Q6581097,Q6581097,Male
Q97168015,0,Q6581097,Q6581097,Q6581097,Male
Q97168125,0,Q6581097,Q6581097,Q6581097,Male
Q97169582,1,Q6581097,Q6581097,Q6581097,Male
Q97169951,0,Q6581097,Q6581097,Q6581097,Male
Q97170446,0,Q6581097,Q6581097,Q6581097,Male
Q97170676,0,Q6581097,Q6581097,Q6581097,Male
Q97176392,0,Q6581097,Q6581097,Q6581097,Male
Q97176985,0,Q6581097,Q6581097,Q6581097,Male
Q97182594,1,Q6581097,Q6581097,Q6581097,Male
Q97185700,1,Q6581097,Q6581097,Q6581097,Male
Q97204260,0,Q6581097,Q6581097,Q6581097,Male
Q97208097,0,Q6581072,Q6581072,Q6581072,Female
Q97210689,1,Q6581097,Q6581097,Q6581097,Male
Q97211543,1,Q6581097,Q6581097,Q6581097,Male
Q97211845,1,Q6581072,Q6581072,Q6581072,Female
Q97212793,1,Q6581097,Q6581097,Q6581097,Male
Q97212903,1,Q6581072,Q6581072,Q6581072,Female
Q97212921,1,Q6581097,Q6581097,Q6581097,Male
Q97213800,1,Q6581072,Q6581072,Q6581072,Female
Q97214324,0,Q6581097,Q6581097,Q6581097,Male
Q97253166,0,Q6581097,Q6581097,Q6581097,Male
Q97275120,0,Q6581097,Q6581097,Q6581097,Male
Q97275805,1,Q6581097,Q6581097,Q6581097,Male
Q97279254,0,Q6581097,Q6581097,Q6581097,Male
Q97291342,1,Q6581097,Q6581097,Q6581097,Male
Q97291416,1,Q6581072,Q6581072,Q6581072,Female
Q97291421,1,Q6581097,Q6581097,Q6581097,Male
Q97291441,1,Q6581097,Q6581097,Q6581097,Male
Q97316166,0,Q6581072,Q6581072,Q6581072,Female
Q97316613,1,Q6581097,Q6581097,Q6581097,Male
Q97369260,0,Q6581097,Q6581097,Q6581097,Male
Q97369269,0,Q6581097,Q6581097,Q6581097,Male
Q97369403,1,Q6581072,Q6581072,Q6581072,Female
Q97377972,0,Q6581097,Q6581097,Q6581097,Male
Q97381720,0,Q6581097,Q6581097,Q6581097,Male
Q97382833,1,Q6581097,Q6581097,Q6581097,Male
Q97386209,0,Q6581097,Q6581097,Q6581097,Male
Q97392159,0,Q6581097,Q6581097,Q6581097,Male
Q97397350,0,Q6581097,Q6581097,Q6581097,Male
Q97462528,0,Q6581097,Q6581097,Q6581097,Male
Q97463475,0,Q6581097,Q6581097,Q6581097,Male
Q97480705,0,Q6581097,Q6581097,Q6581097,Male
Q97483602,0,Q6581072,Q6581072,Q6581072,Female
Q97484161,0,Q6581097,Q6581097,Q6581097,Male
Q97487866,0,Q6581097,Q6581097,Q6581097,Male
Q97503672,0,Q6581072,Q6581072,Q6581072,Female
Q97547120,0,Q6581097,Q6581097,Q6581097,Male
Q97583994,1,Q6581072,Q6581072,Q6581072,Female
Q97590507,0,Q6581097,Q6581097,Q6581097,Male
Q4319694,1,Q6581097,Q6581097,Q6581097,Male
Q4319748,0,Q6581097,Q6581097,Q6581097,Male
Q4320015,0,Q6581097,Q6581097,Q6581097,Male
Q4321769,0,Q6581097,Q6581097,Q6581097,Male
Q4321892,1,Q6581097,Q6581097,Q6581097,Male
Q4322721,1,Q6581097,Q6581097,Q6581097,Male
Q4326941,1,Q6581097,Q6581097,Q6581097,Male
Q4326971,0,Q6581097,Q6581097,Q6581097,Male
Q4326969,1,Q6581072,Q6581072,Q6581072,Female
Q4327915,0,Q6581097,Q6581097,Q6581097,Male
Q4327920,1,Q6581097,Q6581097,Q6581097,Male
Q4327958,1,Q6581072,Q6581072,Q6581072,Female
Q4328062,0,Q6581097,Q6581097,Q6581097,Male
Q4328074,1,Q6581097,Q6581097,Q6581097,Male
Q4328101,0,Q6581097,Q6581097,Q6581097,Male
Q4328125,1,Q6581097,Q6581097,Q6581097,Male
Q4328132,0,Q6581097,Q6581097,Q6581097,Male
Q4328133,1,Q6581097,Q6581097,Q6581097,Male
Q4328137,1,Q6581097,Q6581097,Q6581097,Male
Q4328147,0,Q6581072,Q6581072,Q6581072,Female
Q4328273,1,Q6581097,Q6581097,Q6581097,Male
Q4330949,0,Q6581097,Q6581097,Q6581097,Male
Q4332251,1,Q6581097,Q6581097,Q6581097,Male
Q4332639,0,Q6581072,Q6581072,Q6581072,Female
Q4334531,1,Q6581097,Q6581097,Q6581097,Male
Q4334536,1,Q6581097,Q6581097,Q6581097,Male
Q4334540,1,Q6581097,Q6581097,Q6581097,Male
Q4334547,0,Q6581072,Q6581072,Q6581072,Female
Q4334544,1,Q6581097,Q6581097,Q6581097,Male
Q4335621,1,Q6581097,Q6581097,Q6581097,Male
Q4335838,1,Q6581097,Q6581097,Q6581097,Male
Q4337290,1,Q6581097,Q6581097,Q6581097,Male
Q4338420,1,Q6581097,Q6581097,Q6581097,Male
Q4339147,1,Q6581097,Q6581097,Q6581097,Male
Q4339498,1,Q6581097,Q6581097,Q6581097,Male
Q4341461,1,Q6581097,Q6581097,Q6581097,Male
Q4341520,0,Q6581097,Q6581097,Q6581097,Male
Q4344010,0,Q6581097,Q6581097,Q6581097,Male
Q4344371,0,Q6581097,Q6581097,Q6581097,Male
Q4346224,0,Q6581097,Q6581097,Q6581097,Male
Q4346806,1,Q6581097,Q6581097,Q6581097,Male
Q4347339,0,Q6581097,Q6581097,Q6581097,Male
Q4352727,0,Q6581097,Q6581097,Q6581097,Male
Q4353012,0,Q6581072,Q6581072,Q6581072,Female
Q4356901,0,Q6581097,Q6581097,Q6581097,Male
Q4360757,0,Q6581097,Q6581097,Q6581097,Male
Q4361816,0,Q6581097,Q6581097,Q6581097,Male
Q4361861,0,Q6581097,Q6581097,Q6581097,Male
Q4362458,0,Q6581097,Q6581097,Q6581097,Male
Q4362549,0,Q6581097,Q6581097,Q6581097,Male
Q4362707,0,Q6581072,Q6581072,Q6581072,Female
Q4363658,0,Q6581097,Q6581097,Q6581097,Male
Q4365079,1,Q6581097,Q6581097,Q6581097,Male
Q4366811,1,Q6581097,Q6581097,Q6581097,Male
Q4367294,0,Q6581072,Q6581072,Q6581072,Female
Q4367764,0,Q6581097,Q6581097,Q6581097,Male
Q4369754,0,Q6581097,Q6581097,Q6581097,Male
Q4371679,1,Q6581097,Q6581097,Q6581097,Male
Q4374132,1,Q6581097,Q6581097,Q6581097,Male
Q4378619,0,Q6581097,Q6581097,Q6581097,Male
Q4382718,1,Q6581097,Q6581097,Q6581097,Male
Q4383647,0,Q6581072,Q6581072,Q6581072,Female
Q4384155,0,Q6581097,Q6581097,Q6581097,Male
Q4387015,1,Q6581097,Q6581097,Q6581097,Male
Q4389179,0,Q6581097,Q6581097,Q6581097,Male
Q4391163,0,Q6581097,Q6581097,Q6581097,Male
Q4392632,0,Q6581097,Q6581097,Q6581097,Male
Q4395490,1,Q6581097,Q6581097,Q6581097,Male
Q4395849,0,Q6581072,Q6581072,Q6581072,Female
Q4396715,1,Q6581097,Q6581097,Q6581097,Male
Q4397126,1,Q6581097,Q6581097,Q6581097,Male
Q4398834,0,Q6581072,Q6581072,Q6581072,Female
Q4399286,0,Q6581097,Q6581097,Q6581097,Male
Q4399347,0,Q6581072,Q6581072,Q6581072,Female
Q4401446,0,Q6581072,Q6581072,Q6581072,Female
Q4403500,0,Q6581097,Q6581097,Q6581097,Male
Q4403879,1,Q6581097,Q6581097,Q6581097,Male
Q4404080,0,Q6581097,Q6581097,Q6581097,Male
Q4404268,0,Q6581097,Q6581097,Q6581097,Male
Q4404372,1,Q6581097,Q6581097,Q6581097,Male
Q4404419,1,Q6581072,Q6581072,Q6581072,Female
Q4404424,1,Q6581097,Q6581097,Q6581097,Male
Q4404442,1,Q6581097,Q6581097,Q6581097,Male
Q4404894,1,Q6581097,Q6581097,Q6581097,Male
Q4404934,0,Q6581097,Q6581097,Q6581097,Male
Q4405760,1,Q6581097,Q6581097,Q6581097,Male
Q4405821,1,Q6581097,Q6581097,Q6581097,Male
Q4406102,1,Q6581097,Q6581097,Q6581097,Male
Q4406945,0,Q6581097,Q6581097,Q6581097,Male
Q4408033,1,Q6581097,Q6581097,Q6581097,Male
Q4408036,1,Q6581097,Q6581097,Q6581097,Male
Q4408489,0,Q6581072,Q6581072,Q6581072,Female
Q4408517,0,Q6581097,Q6581097,Q6581097,Male
Q4408775,0,Q6581097,Q6581097,Q6581097,Male
Q4408778,1,Q6581097,Q6581097,Q6581097,Male
Q4408777,1,Q6581097,Q6581097,Q6581097,Male
Q4408783,1,Q6581097,Q6581097,Q6581097,Male
Q4408881,0,Q6581072,Q6581072,Q6581072,Female
Q4408965,1,Q6581097,Q6581097,Q6581097,Male
Q4409392,1,Q6581097,Q6581097,Q6581097,Male
Q4410614,0,Q6581097,Q6581097,Q6581097,Male
Q4412782,1,Q6581097,Q6581097,Q6581097,Male
Q4413111,1,Q6581097,Q6581097,Q6581097,Male
Q4413159,1,Q6581097,Q6581097,Q6581097,Male
Q4415084,1,Q6581097,Q6581097,Q6581097,Male
Q4416773,1,Q6581097,Q6581097,Q6581097,Male
Q4416862,0,Q6581072,Q6581072,Q6581072,Female
Q4417622,0,Q6581097,Q6581097,Q6581097,Male
Q4417654,1,Q6581097,Q6581097,Q6581097,Male
Q4417660,1,Q6581097,Q6581097,Q6581097,Male
Q4417720,0,Q6581097,Q6581097,Q6581097,Male
Q4419507,1,Q6581097,Q6581097,Q6581097,Male
Q4421885,1,Q6581097,Q6581097,Q6581097,Male
Q4423214,0,Q6581097,Q6581097,Q6581097,Male
Q4423839,0,Q6581097,Q6581097,Q6581097,Male
Q4423952,0,Q6581072,Q6581072,Q6581072,Female
Q4425105,0,Q6581097,Q6581097,Q6581097,Male
Q4425821,0,Q6581097,Q6581097,Q6581097,Male
Q4428738,1,Q6581097,Q6581097,Q6581097,Male
Q4429141,0,Q6581097,Q6581097,Q6581097,Male
Q4431299,1,Q6581097,Q6581097,Q6581097,Male
Q4439129,1,Q6581097,Q6581097,Q6581097,Male
Q4441356,0,Q6581097,Q6581097,Q6581097,Male
Q4441717,0,Q6581097,Q6581097,Q6581097,Male
Q4444112,0,Q6581072,Q6581072,Q6581072,Female
Q4445116,0,Q6581097,Q6581097,Q6581097,Male
Q4445159,0,Q6581072,Q6581072,Q6581072,Female
Q4445698,1,Q6581097,Q6581097,Q6581097,Male
Q4447895,1,Q6581072,Q6581072,Q6581072,Female
Q4447892,1,Q6581097,Q6581097,Q6581097,Male
Q4451467,0,Q6581097,Q6581097,Q6581097,Male
Q4451678,0,Q6581097,Q6581097,Q6581097,Male
Q4451698,0,Q6581097,Q6581097,Q6581097,Male
Q4452306,1,Q6581097,Q6581097,Q6581097,Male
Q4452653,1,Q6581097,Q6581097,Q6581097,Male
Q4454298,1,Q6581097,Q6581097,Q6581097,Male
Q4454438,0,Q6581097,Q6581097,Q6581097,Male
Q4454437,0,Q6581097,Q6581097,Q6581097,Male
Q4455712,0,Q6581072,Q6581072,Q6581072,Female
Q4457594,1,Q6581097,Q6581097,Q6581097,Male
Q4457842,1,Q6581097,Q6581097,Q6581097,Male
Q4458643,0,Q6581072,Q6581072,Q6581072,Female
Q4459033,1,Q6581097,Q6581097,Q6581097,Male
Q4459038,1,Q6581097,Q6581097,Q6581097,Male
Q4459036,0,Q6581097,Q6581097,Q6581097,Male
Q4459544,0,Q6581097,Q6581097,Q6581097,Male
Q4459616,1,Q6581097,Q6581097,Q6581097,Male
Q4459631,1,Q6581097,Q6581097,Q6581097,Male
Q4459685,1,Q6581097,Q6581097,Q6581097,Male
Q4459812,1,Q6581097,Q6581097,Q6581097,Male
Q4459856,0,Q6581072,Q6581072,Q6581072,Female
Q4460969,0,Q6581072,Q6581072,Q6581072,Female
Q4462308,0,Q6581097,Q6581097,Q6581097,Male
Q4464824,0,Q6581072,Q6581072,Q6581072,Female
Q4465018,1,Q6581097,Q6581097,Q6581097,Male
Q4465112,1,Q6581072,Q6581072,Q6581072,Female
Q4465461,0,Q6581097,Q6581097,Q6581097,Male
Q4465548,0,Q6581097,Q6581097,Q6581097,Male
Q4465862,0,Q6581097,Q6581097,Q6581097,Male
Q4466391,1,Q6581097,Q6581097,Q6581097,Male
Q4466589,1,Q6581097,Q6581097,Q6581097,Male
Q4466824,0,Q6581072,Q6581072,Q6581072,Female
Q4467629,0,Q6581097,Q6581097,Q6581097,Male
Q4468742,1,Q6581097,Q6581097,Q6581097,Male
Q4470763,0,Q6581097,Q6581097,Q6581097,Male
Q4470861,0,Q6581097,Q6581097,Q6581097,Male
Q4472625,0,Q6581097,Q6581097,Q6581097,Male
Q4475322,1,Q6581097,Q6581097,Q6581097,Male
Q4475326,1,Q6581097,Q6581097,Q6581097,Male
Q4475565,1,Q6581072,Q6581072,Q6581072,Female
Q4476581,1,Q6581097,Q6581097,Q6581097,Male
Q4478696,0,Q6581097,Q6581097,Q6581097,Male
Q4478771,1,Q6581097,Q6581097,Q6581097,Male
Q4478801,1,Q6581097,Q6581097,Q6581097,Male
Q4478808,1,Q6581097,Q6581097,Q6581097,Male
Q4478825,0,Q6581097,Q6581097,Q6581097,Male
Q4478832,1,Q6581097,Q6581097,Q6581097,Male
Q4479506,0,Q6581097,Q6581097,Q6581097,Male
Q4479514,0,Q6581097,Q6581097,Q6581097,Male
Q4479620,1,Q6581097,Q6581097,Q6581097,Male
Q4479659,0,Q6581097,Q6581097,Q6581097,Male
Q4481056,1,Q6581097,Q6581097,Q6581097,Male
Q4483757,0,Q6581097,Q6581097,Q6581097,Male
Q4484055,0,Q6581097,Q6581097,Q6581097,Male
Q4494384,0,Q6581097,Q6581097,Q6581097,Male
Q4494821,0,Q6581097,Q6581097,Q6581097,Male
Q4495681,0,Q6581097,Q6581097,Q6581097,Male
Q4496178,1,Q6581097,Q6581097,Q6581097,Male
Q4496414,1,Q6581097,Q6581097,Q6581097,Male
Q4497932,1,Q6581097,Q6581097,Q6581097,Male
Q4501572,0,Q6581072,Q6581072,Q6581072,Female
Q4502218,0,Q6581097,Q6581097,Q6581097,Male
Q4502506,0,Q6581097,Q6581097,Q6581097,Male
Q4506383,0,Q6581097,Q6581097,Q6581097,Male
Q4506724,0,Q6581097,Q6581097,Q6581097,Male
Q4508082,0,Q6581097,Q6581097,Q6581097,Male
Q4508311,1,Q6581097,Q6581097,Q6581097,Male
Q4513840,1,Q6581072,Q6581072,Q6581072,Female
Q4517071,1,Q6581097,Q6581097,Q6581097,Male
Q12562221,1,Q6581097,Q6581097,Q6581097,Male
Q12562231,1,Q6581097,Q6581097,Q6581097,Male
Q12562254,1,Q6581097,Q6581097,Q6581097,Male
Q12562255,1,Q6581097,Q6581097,Q6581097,Male
Q12562406,1,Q6581097,Q6581097,Q6581097,Male
Q12562555,1,Q6581097,Q6581097,Q6581097,Male
Q12562580,1,Q6581097,Q6581097,Q6581097,Male
Q12562611,1,Q6581097,Q6581097,Q6581097,Male
Q12563031,1,Q6581097,Q6581097,Q6581097,Male
Q12563029,1,Q6581097,Q6581097,Q6581097,Male
Q12563089,1,Q6581097,Q6581097,Q6581097,Male
Q12563322,1,Q6581097,Q6581097,Q6581097,Male
Q12563412,1,Q6581097,Q6581097,Q6581097,Male
Q12563464,1,Q6581097,Q6581097,Q6581097,Male
Q12563473,1,Q6581097,Q6581097,Q6581097,Male
Q12563526,1,Q6581097,Q6581097,Q6581097,Male
Q12563548,1,Q6581072,Q6581072,Q6581072,Female
Q12563605,1,Q6581072,Q6581072,Q6581072,Female
Q12563709,1,Q6581097,Q6581097,Q6581097,Male
Q12563753,1,Q6581097,Q6581097,Q6581097,Male
Q12563819,1,Q6581097,Q6581097,Q6581097,Male
Q12563833,1,Q6581097,Q6581097,Q6581097,Male
Q12563855,1,Q6581097,Q6581097,Q6581097,Male
Q12563882,1,Q6581097,Q6581097,Q6581097,Male
Q12563911,1,Q6581097,Q6581097,Q6581097,Male
Q12563922,1,Q6581097,Q6581097,Q6581097,Male
Q12563933,1,Q6581097,Q6581097,Q6581097,Male
Q12563987,1,Q6581097,Q6581097,Q6581097,Male
Q12563991,1,,MISSING,MISSING,Missing P21
Q12564006,1,Q6581097,Q6581097,Q6581097,Male
Q12564034,1,Q6581097,Q6581097,Q6581097,Male
Q12564035,1,Q6581097,Q6581097,Q6581097,Male
Q12564047,1,Q6581097,Q6581097,Q6581097,Male
Q12564054,1,Q6581072,Q6581072,Q6581072,Female
Q12564059,1,Q6581097,Q6581097,Q6581097,Male
Q12564069,1,,MISSING,MISSING,Missing P21
Q12564087,1,Q6581097,Q6581097,Q6581097,Male
Q12564099,1,Q6581097,Q6581097,Q6581097,Male
Q12564120,1,Q6581072,Q6581072,Q6581072,Female
Q12564129,1,Q6581072,Q6581072,Q6581072,Female
Q12564151,1,Q6581072,Q6581072,Q6581072,Female
Q12564390,1,Q6581097,Q6581097,Q6581097,Male
Q12564467,1,Q6581097,Q6581097,Q6581097,Male
Q12564473,1,Q6581097,Q6581097,Q6581097,Male
Q12564476,1,,MISSING,MISSING,Missing P21
Q12564484,1,Q6581097,Q6581097,Q6581097,Male
Q12564488,1,Q6581097,Q6581097,Q6581097,Male
Q12564521,1,Q6581072,Q6581072,Q6581072,Female
Q12564599,1,Q6581097,Q6581097,Q6581097,Male
Q12564810,1,Q6581072,Q6581072,Q6581072,Female
Q12564814,1,Q6581072,Q6581072,Q6581072,Female
Q12564818,1,Q6581072,Q6581072,Q6581072,Female
Q12564948,1,Q6581097,Q6581097,Q6581097,Male
Q12564966,1,Q6581097,Q6581097,Q6581097,Male
Q12564994,1,Q6581097,Q6581097,Q6581097,Male
Q12565263,1,Q6581097,Q6581097,Q6581097,Male
Q12565267,1,Q6581097,Q6581097,Q6581097,Male
Q12565282,1,,MISSING,MISSING,Missing P21
Q12565287,1,Q6581097,Q6581097,Q6581097,Male
Q12565320,1,Q6581097,Q6581097,Q6581097,Male
Q12565321,1,Q6581097,Q6581097,Q6581097,Male
Q12565355,1,Q6581097,Q6581097,Q6581097,Male
Q12565356,1,Q6581097,Q6581097,Q6581097,Male
Q12565365,1,Q6581097,Q6581097,Q6581097,Male
Q12565438,1,Q6581097,Q6581097,Q6581097,Male
Q12565461,1,Q6581072,Q6581072,Q6581072,Female
Q12565780,1,Q6581097,Q6581097,Q6581097,Male
Q12565915,1,Q6581097,Q6581097,Q6581097,Male
Q12566090,1,Q6581097,Q6581097,Q6581097,Male
Q12566194,1,Q6581097,Q6581097,Q6581097,Male
Q12566192,1,Q6581097,Q6581097,Q6581097,Male
Q12566198,1,Q6581097,Q6581097,Q6581097,Male
Q12566447,1,Q6581072,Q6581072,Q6581072,Female
Q12566507,1,Q6581072,Q6581072,Q6581072,Female
Q12566504,1,Q6581097,Q6581097,Q6581097,Male
Q12566509,1,Q6581097,Q6581097,Q6581097,Male
Q12566647,1,Q6581097,Q6581097,Q6581097,Male
Q12566676,1,Q6581097,Q6581097,Q6581097,Male
Q12566677,1,Q6581097,Q6581097,Q6581097,Male
Q12567016,1,Q6581097,Q6581097,Q6581097,Male
Q12567122,1,Q6581097,Q6581097,Q6581097,Male
Q12567162,1,Q6581097,Q6581097,Q6581097,Male
Q12567197,1,Q6581097,Q6581097,Q6581097,Male
Q12567246,1,Q6581097,Q6581097,Q6581097,Male
Q12567254,1,Q6581097,Q6581097,Q6581097,Male
Q12567276,1,Q6581097,Q6581097,Q6581097,Male
Q12567331,1,Q6581097,Q6581097,Q6581097,Male
Q12567357,1,Q6581097,Q6581097,Q6581097,Male
Q12567392,1,Q6581097,Q6581097,Q6581097,Male
Q12567400,1,Q6581097,Q6581097,Q6581097,Male
Q12567405,1,Q6581097,Q6581097,Q6581097,Male
Q12567418,1,Q6581097,Q6581097,Q6581097,Male
Q12567545,1,Q6581097,Q6581097,Q6581097,Male
Q12567555,1,Q6581097,Q6581097,Q6581097,Male
Q12567556,1,Q6581097,Q6581097,Q6581097,Male
Q12567575,1,Q6581097,Q6581097,Q6581097,Male
Q12567577,1,Q6581097,Q6581097,Q6581097,Male
Q12567580,1,Q6581097,Q6581097,Q6581097,Male
Q12567593,1,Q6581097,Q6581097,Q6581097,Male
Q12567623,1,Q6581097,Q6581097,Q6581097,Male
Q12567633,1,Q6581097,Q6581097,Q6581097,Male
Q12567654,1,,MISSING,MISSING,Missing P21
Q12567772,1,Q6581097,Q6581097,Q6581097,Male
Q24262504,0,Q6581097,Q6581097,Q6581097,Male
Q24262510,0,Q6581097,Q6581097,Q6581097,Male
Q24262515,0,Q6581072,Q6581072,Q6581072,Female
Q24262521,0,Q6581097,Q6581097,Q6581097,Male
Q24262533,0,Q6581097,Q6581097,Q6581097,Male
Q24262543,0,Q6581097,Q6581097,Q6581097,Male
Q24262558,0,Q6581072,Q6581072,Q6581072,Female
Q24262556,0,Q6581097,Q6581097,Q6581097,Male
Q24262557,0,Q6581097,Q6581097,Q6581097,Male
Q24262563,0,Q6581072,Q6581072,Q6581072,Female
Q24262561,0,Q6581097,Q6581097,Q6581097,Male
Q24262564,0,Q6581097,Q6581097,Q6581097,Male
Q24265305,0,Q6581097,Q6581097,Q6581097,Male
Q24266382,0,Q6581072,Q6581072,Q6581072,Female
Q24286976,1,Q6581097,Q6581097,Q6581097,Male
Q24297897,0,Q6581072,Q6581072,Q6581072,Female
Q24352229,0,Q6581097,Q6581097,Q6581097,Male
Q24352559,0,Q6581072,Q6581072,Q6581072,Female
Q24352859,1,Q6581072,Q6581072,Q6581072,Female
Q24566182,0,Q6581097,Q6581097,Q6581097,Male
Q24632391,1,Q6581097,Q6581097,Q6581097,Male
Q24632937,1,Q6581097,Q6581097,Q6581097,Male
Q24632943,0,Q6581097,Q6581097,Q6581097,Male
Q24647460,0,Q6581097,Q6581097,Q6581097,Male
Q24865001,1,Q6581072,Q6581072,Q6581072,Female
Q24867406,0,Q6581072,Q6581072,Q6581072,Female
Q24868827,1,Q6581072,Q6581072,Q6581072,Female
Q24932520,0,Q6581097,Q6581097,Q6581097,Male
Q24938794,0,Q6581097,Q6581097,Q6581097,Male
Q24951756,0,Q6581072,Q6581072,Q6581072,Female
Q24954641,0,Q6581097,Q6581097,Q6581097,Male
Q24954644,0,Q6581097,Q6581097,Q6581097,Male
Q24954663,0,Q6581097,Q6581097,Q6581097,Male
Q24954661,0,Q6581097,Q6581097,Q6581097,Male
Q24954673,0,Q6581097,Q6581097,Q6581097,Male
Q24955700,0,Q6581072,Q6581072,Q6581072,Female
Q24958572,0,Q6581097,Q6581097,Q6581097,Male
Q25340891,1,,MISSING,MISSING,Missing P21
Q25390354,0,Q6581097,Q6581097,Q6581097,Male
Q25390364,0,Q6581097,Q6581097,Q6581097,Male
Q25390376,0,Q6581097,Q6581097,Q6581097,Male
Q25390553,1,Q6581097,Q6581097,Q6581097,Male
Q25390599,0,Q6581097,Q6581097,Q6581097,Male
Q25390658,1,Q6581097,Q6581097,Q6581097,Male
Q25390818,1,Q6581097,Q6581097,Q6581097,Male
Q25433462,0,Q6581097,Q6581097,Q6581097,Male
Q25433508,0,Q6581072,Q6581072,Q6581072,Female
Q25433527,1,Q6581072,Q6581072,Q6581072,Female
Q25481630,1,Q6581097,Q6581097,Q6581097,Male
Q25482073,1,Q6581072,Q6581072,Q6581072,Female
Q25482865,1,Q6581097,Q6581097,Q6581097,Male
Q25482939,1,Q6581097,Q6581097,Q6581097,Male
Q25483177,1,Q6581097,Q6581097,Q6581097,Male
Q25484002,1,Q6581097,Q6581097,Q6581097,Male
Q25490249,1,,MISSING,MISSING,Missing P21
Q25490264,1,Q6581097,Q6581097,Q6581097,Male
Q25491475,1,Q6581072,Q6581072,Q6581072,Female
Q25491730,1,,MISSING,MISSING,Missing P21
Q25491793,1,Q6581072,Q6581072,Q6581072,Female
Q25493217,1,,MISSING,MISSING,Missing P21
Q25493777,1,,MISSING,MISSING,Missing P21
Q25493823,1,Q6581097,Q6581097,Q6581097,Male
