p31,articles,median_words,mean_words,median_references,mean_references,median_images,mean_images,median_internal_links,mean_internal_links,no_references,no_images,under_250_words,short_unreferenced,thin_articles,label_en,label_kk,label_ru,no_references_pct,no_images_pct,under_250_words_pct,short_unreferenced_pct,thin_articles_pct
Q18285142,11,691.0,676.91,1.0,1.73,0.0,0.64,38.0,41.36,3,7,0,0,0,,,,27.27,63.64,0.0,0.0,0.0
Q18291645,2,320.0,320.0,0.5,0.5,1.5,1.5,17.0,17.0,1,0,1,0,0,,,,50.0,0.0,50.0,0.0,0.0
Q1829324,2,779.0,779.0,20.0,20.0,44.0,44.0,135.5,135.5,0,0,1,0,0,,,,0.0,0.0,50.0,0.0,0.0
Q182940,2,65.5,65.5,1.0,1.0,0.5,0.5,3.5,3.5,0,1,2,0,0,,,,0.0,50.0,100.0,0.0,0.0
Q182985,2,188.0,188.0,2.0,2.0,0.5,0.5,8.0,8.0,0,1,1,0,0,,,,0.0,50.0,50.0,0.0,0.0
Q183039,12,202.5,548.33,2.0,6.08,0.0,0.42,11.5,25.25,1,8,7,1,0,,,,8.33,66.67,58.33,8.33,0.0
Q183122,1,101.0,101.0,1.0,1.0,0.0,0.0,6.0,6.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q183197,1,3731.0,3731.0,9.0,9.0,2.0,2.0,19.0,19.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q18325242,7,621.0,983.86,0.0,0.0,0.0,5.71,44.0,143.29,7,5,1,1,1,ice hockey competition,ice hockey competition,турнир по хоккею с шайбой,100.0,71.43,14.29,14.29,14.29
Q18325436,1,145.0,145.0,1.0,1.0,1.0,1.0,7.0,7.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q18325460,1,38.0,38.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q18325483,1,108.0,108.0,1.0,1.0,0.0,0.0,8.0,8.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q183257,1,87.0,87.0,2.0,2.0,0.0,0.0,8.0,8.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q18325841,2,338.0,338.0,2.0,2.0,0.5,0.5,11.5,11.5,0,1,0,0,0,,,,0.0,50.0,0.0,0.0,0.0
Q183273,2,288.0,288.0,2.0,2.0,2.0,2.0,13.0,13.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q18328097,11,504.0,1021.82,1.0,3.55,2.0,3.36,15.0,15.82,3,0,3,1,0,,,,27.27,0.0,27.27,9.09,0.0
Q183288,3,535.0,830.0,5.0,13.0,1.0,1.33,12.0,29.67,0,1,1,0,0,National Olympic Committee,Ұлттық Олимпиада комитеттері,Национальный олимпийский комитет,0.0,33.33,33.33,0.0,0.0
Q18334,1,186.0,186.0,0.0,0.0,1.0,1.0,8.0,8.0,1,0,1,1,0,,,,100.0,0.0,100.0,100.0,0.0
Q183342,3,1128.0,1156.67,5.0,5.67,3.0,3.0,17.0,36.67,0,1,0,0,0,federal city of Russia,federal city of Russia,город федерального значения в России,0.0,33.33,0.0,0.0,0.0
Q18335,1,162.0,162.0,0.0,0.0,0.0,0.0,11.0,11.0,1,1,1,1,1,,,,100.0,100.0,100.0,100.0,100.0
Q183366,4,356.5,442.5,1.0,2.0,1.0,1.25,24.5,29.25,0,0,2,0,0,territory,territory,территория,0.0,0.0,50.0,0.0,0.0
Q183368,1,227.0,227.0,3.0,3.0,0.0,0.0,12.0,12.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q18340514,15,476.0,629.33,0.0,3.13,0.0,0.4,55.0,62.93,11,12,4,4,4,events in a specific year or time period,events in a specific year or time period,хроника в Википедии,73.33,80.0,26.67,26.67,26.67
Q18340550,22,3249.5,3731.09,1.0,47.45,0.5,77.23,47.5,68.09,10,11,0,0,0,Wikimedia timeline,Wikimedia timeline,статья — временная шкала,45.45,50.0,0.0,0.0,0.0
Q18340964,1,511.0,511.0,2.0,2.0,3.0,3.0,24.0,24.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q18342738,1,139.0,139.0,1.0,1.0,0.0,0.0,4.0,4.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q18343076,1,522.0,522.0,10.0,10.0,0.0,0.0,9.0,9.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q18347143,2,125.0,125.0,0.0,0.0,0.5,0.5,6.0,6.0,2,1,2,2,1,,,,100.0,50.0,100.0,100.0,50.0
Q18352980,1,126.0,126.0,0.0,0.0,0.0,0.0,5.0,5.0,1,1,1,1,1,,,,100.0,100.0,100.0,100.0,100.0
Q1836494,2,1040.0,1040.0,23.5,23.5,1.0,1.0,20.5,20.5,1,0,0,0,0,,,,50.0,0.0,0.0,0.0,0.0
Q18369361,2,704.0,704.0,5.0,5.0,3.5,3.5,31.0,31.0,1,1,1,1,1,UN observance day,UN observance day,UN observance day,50.0,50.0,50.0,50.0,50.0
Q18382796,1,187.0,187.0,1.0,1.0,0.0,0.0,9.0,9.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q18388277,12,484.0,619.17,6.5,8.58,0.0,0.5,29.5,32.0,2,8,2,0,0,technology company,technology company,технологическая компания,16.67,66.67,16.67,0.0,0.0
Q183888,1,269.0,269.0,3.0,3.0,0.0,0.0,17.0,17.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q18396734,1,256.0,256.0,1.0,1.0,1.0,1.0,12.0,12.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q18401107,1,57.0,57.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q1840161,1,103.0,103.0,0.0,0.0,1.0,1.0,2.0,2.0,1,0,1,1,0,,,,100.0,0.0,100.0,100.0,0.0
Q1840368,2,122.0,122.0,0.5,0.5,1.0,1.0,0.0,0.0,1,0,2,1,0,,,,50.0,0.0,100.0,50.0,0.0
Q18408562,2,241.0,241.0,1.5,1.5,0.0,0.0,9.0,9.0,0,2,1,0,0,,,,0.0,100.0,50.0,0.0,0.0
Q184188,1,332.0,332.0,0.0,0.0,0.0,0.0,14.0,14.0,1,1,0,0,0,,,,100.0,100.0,0.0,0.0,0.0
Q18431960,1,1452.0,1452.0,2.0,2.0,2.0,2.0,15.0,15.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q184348,747,262.0,260.32,0.0,0.0,0.0,0.0,18.0,16.41,747,747,96,96,96,,,,100.0,100.0,12.85,12.85,12.85
Q184356,1,162.0,162.0,1.0,1.0,2.0,2.0,7.0,7.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q184358,2,126.5,126.5,0.0,0.0,0.0,0.0,5.0,5.0,2,2,2,2,2,,,,100.0,100.0,100.0,100.0,100.0
Q184439,2,140.0,140.0,0.0,0.0,1.0,1.0,14.0,14.0,2,0,2,2,0,,,,100.0,0.0,100.0,100.0,0.0
Q184554,2,234.5,234.5,0.0,0.0,0.5,0.5,8.0,8.0,2,1,1,1,1,,,,100.0,50.0,50.0,50.0,50.0
Q18460157,1,543.0,543.0,3.0,3.0,0.0,0.0,6.0,6.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q184611,4,203.5,283.75,1.0,1.0,0.5,0.5,18.0,28.0,1,2,2,1,0,,,,25.0,50.0,50.0,25.0,0.0
Q184644,3,505.0,463.0,2.0,1.67,1.0,1.0,30.0,21.33,1,0,0,0,0,,,,33.33,0.0,0.0,0.0,0.0
Q18466176,5,312.0,371.6,1.0,2.0,0.0,0.2,8.0,6.6,1,4,0,0,0,,,,20.0,80.0,0.0,0.0,0.0
Q184743,1,86.0,86.0,1.0,1.0,1.0,1.0,5.0,5.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q184759,4,868.5,5038.25,2.0,2.0,1.0,1.0,20.0,23.75,0,1,0,0,0,,,,0.0,25.0,0.0,0.0,0.0
Q18487018,1,89.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,,,,100.0,100.0,100.0,100.0,100.0
Q18487055,24,149.5,194.25,0.0,0.71,1.0,0.75,2.5,5.92,13,8,20,11,6,,,,54.17,33.33,83.33,45.83,25.0
Q184932,4,255.5,363.5,1.0,0.75,0.0,0.0,7.0,8.5,1,4,2,0,0,,,,25.0,100.0,50.0,0.0,0.0
Q18493502,1,408.0,408.0,7.0,7.0,0.0,0.0,13.0,13.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q184949,1,753.0,753.0,0.0,0.0,3.0,3.0,7.0,7.0,1,0,0,0,0,,,,100.0,0.0,0.0,0.0,0.0
Q1849719,1,339.0,339.0,0.0,0.0,0.0,0.0,15.0,15.0,1,1,0,0,0,,,,100.0,100.0,0.0,0.0,0.0
Q185049,1,119.0,119.0,1.0,1.0,1.0,1.0,2.0,2.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q185086,3,407.0,391.33,1.0,1.67,0.0,0.0,23.0,23.33,0,3,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q185087,5,403.0,589.6,1.0,1.6,1.0,5.6,7.0,24.2,1,1,2,0,0,,,,20.0,20.0,40.0,0.0,0.0
Q18509232,3,811.0,1147.33,3.0,7.33,4.0,4.0,21.0,19.67,0,0,0,0,0,fast food restaurant chain,fast food restaurant chain,сеть быстрого питания,0.0,0.0,0.0,0.0,0.0
Q18510489,2,1306.5,1306.5,11.0,11.0,0.0,0.0,24.0,24.0,0,2,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q185113,33,115.0,135.36,0.0,0.52,0.0,0.27,3.0,4.3,19,27,29,16,14,cape,Мүйіс,мыс,57.58,81.82,87.88,48.48,42.42
Q18511725,7,137.0,349.0,0.0,2.57,1.0,1.29,4.0,9.86,4,1,5,3,1,,,,57.14,14.29,71.43,42.86,14.29
Q185217,1,172.0,172.0,2.0,2.0,1.0,1.0,12.0,12.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q18524218,2,331.0,331.0,3.5,3.5,1.0,1.0,6.0,6.0,1,1,1,1,0,,,,50.0,50.0,50.0,50.0,0.0
Q1852859,14,77.5,228.86,1.0,2.0,0.0,0.0,6.5,6.64,3,14,12,3,3,,,,21.43,100.0,85.71,21.43,21.43
Q18534,1,570.0,570.0,8.0,8.0,1.0,1.0,5.0,5.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q185357,7,161.0,202.57,1.0,1.43,1.0,0.86,6.0,8.43,0,3,4,0,0,,,,0.0,42.86,57.14,0.0,0.0
Q185363,2,173.0,173.0,1.0,1.0,0.5,0.5,20.0,20.0,0,1,2,0,0,,,,0.0,50.0,100.0,0.0,0.0
Q18536323,2,554.0,554.0,0.0,0.0,0.0,0.0,104.0,104.0,2,2,1,1,1,basketball league,basketball league,баскетбольная лига,100.0,100.0,50.0,50.0,50.0
Q18536594,1,416.0,416.0,0.0,0.0,0.0,0.0,4.0,4.0,1,1,0,0,0,,,,100.0,100.0,0.0,0.0,0.0
Q18543139,3,373.0,383.67,4.0,4.0,2.0,1.67,3.0,4.33,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q1854340,1,107.0,107.0,1.0,1.0,1.0,1.0,10.0,10.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q185451,1,57.0,57.0,1.0,1.0,0.0,0.0,3.0,3.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q18558301,1,106.0,106.0,0.0,0.0,0.0,0.0,2.0,2.0,1,1,1,1,1,,,,100.0,100.0,100.0,100.0,100.0
Q18563147,1,326.0,326.0,3.0,3.0,1.0,1.0,3.0,3.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q18563354,1,721.0,721.0,5.0,5.0,1.0,1.0,42.0,42.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q18563360,9,248.0,727.56,1.0,2.11,0.0,0.33,7.0,10.78,0,8,5,0,0,,,,0.0,88.89,55.56,0.0,0.0
Q18564543,1,101.0,101.0,1.0,1.0,0.0,0.0,4.0,4.0,0,1,1,0,0,international conference,international conference,международная конференция,0.0,100.0,100.0,0.0,0.0
Q185688,1,1545.0,1545.0,4.0,4.0,0.0,0.0,86.0,86.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q185698,5,459.0,2291.0,1.0,1.4,0.0,0.4,10.0,19.8,1,3,2,0,0,,,,20.0,60.0,40.0,0.0,0.0
Q185744,1,97.0,97.0,2.0,2.0,1.0,1.0,15.0,15.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q18574943,1,361.0,361.0,0.0,0.0,1.0,1.0,25.0,25.0,1,0,0,0,0,,,,100.0,0.0,0.0,0.0,0.0
Q185836,3,168.0,170.67,0.0,1.0,1.0,1.0,6.0,6.0,2,1,3,2,1,,,,66.67,33.33,100.0,66.67,33.33
Q18586263,1,197.0,197.0,1.0,1.0,0.0,0.0,6.0,6.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q185957,1,39.0,39.0,1.0,1.0,0.0,0.0,2.0,2.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q18603218,1,47.0,47.0,1.0,1.0,1.0,1.0,2.0,2.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q18603729,3,624.0,4486.0,1.0,39.67,1.0,11.33,23.0,30.0,1,0,1,0,0,,,,33.33,0.0,33.33,0.0,0.0
Q186081,3,388.0,333.0,1.0,2.0,0.0,0.0,3.0,7.0,1,3,1,0,0,,,,33.33,100.0,33.33,0.0,0.0
Q18608583,236,546.5,840.63,0.0,0.61,0.0,2.43,42.0,80.81,195,150,28,23,20,recurring sporting event,recurring sporting event,повторяющееся спортивное событие,82.63,63.56,11.86,9.75,8.47
Q186131,1,232.0,232.0,1.0,1.0,0.0,0.0,14.0,14.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q18615527,1,100.0,100.0,1.0,1.0,1.0,1.0,6.0,6.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q186157,1,339.0,339.0,4.0,4.0,1.0,1.0,17.0,17.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q18616317,1,500.0,500.0,2.0,2.0,0.0,0.0,49.0,49.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q186165,3,869.0,831.0,2.0,3.67,1.0,0.67,59.0,45.67,1,1,0,0,0,,,,33.33,33.33,0.0,0.0,0.0
Q186218,1,602.0,602.0,8.0,8.0,0.0,0.0,38.0,38.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q18632459,1,95.0,95.0,1.0,1.0,0.0,0.0,9.0,9.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q1863435,3,1560.0,1807.67,2.0,28.0,1.0,2.0,55.0,50.67,0,1,0,0,0,,,,0.0,33.33,0.0,0.0,0.0
Q186347,1,195.0,195.0,2.0,2.0,0.0,0.0,11.0,11.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q186361,4,159.0,212.5,1.0,0.75,0.0,0.25,6.5,7.0,1,3,3,1,1,,,,25.0,75.0,75.0,25.0,25.0
Q186408,1,92.0,92.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q186509,4,402.5,441.5,1.0,1.0,1.0,1.0,13.5,13.0,2,1,2,1,1,,,,50.0,25.0,50.0,25.0,25.0
Q186516,28,429.5,530.71,2.0,2.71,1.0,4.07,16.5,24.82,8,12,8,6,6,,,,28.57,42.86,28.57,21.43,21.43
Q1865249,2,241.0,241.0,0.5,0.5,0.0,0.0,7.5,7.5,1,2,2,1,1,,,,50.0,100.0,100.0,50.0,50.0
Q18657584,2,366.5,366.5,0.0,0.0,0.0,0.0,9.0,9.0,2,2,0,0,0,,,,100.0,100.0,0.0,0.0,0.0
Q18663579,1,82.0,82.0,0.0,0.0,0.0,0.0,18.0,18.0,1,1,1,1,1,,,,100.0,100.0,100.0,100.0,100.0
Q186693,1,98.0,98.0,1.0,1.0,1.0,1.0,6.0,6.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q18670161,1,370.0,370.0,3.0,3.0,1.0,1.0,20.0,20.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q186713,1,193.0,193.0,1.0,1.0,1.0,1.0,8.0,8.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q18673030,2,952.0,952.0,0.0,0.0,0.0,0.0,4.0,4.0,2,2,1,1,1,,,,100.0,100.0,50.0,50.0,50.0
Q18674678,5,53.0,49.2,0.0,0.0,0.0,0.4,14.0,12.2,5,3,5,5,3,,,,100.0,60.0,100.0,100.0,60.0
Q18674739,2,244.5,244.5,0.0,0.0,1.5,1.5,11.0,11.0,2,0,1,1,0,,,,100.0,0.0,50.0,50.0,0.0
Q186752,2,434.0,434.0,0.5,0.5,0.5,0.5,21.5,21.5,1,1,1,0,0,,,,50.0,50.0,50.0,0.0,0.0
Q18677266,1,1119.0,1119.0,11.0,11.0,1.0,1.0,66.0,66.0,0,0,0,0,0,order of merit,order of merit,орден за заслуги,0.0,0.0,0.0,0.0,0.0
Q1867820,1,1894.0,1894.0,8.0,8.0,24.0,24.0,50.0,50.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q186817,1,199.0,199.0,3.0,3.0,0.0,0.0,17.0,17.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q186839,1,519.0,519.0,2.0,2.0,0.0,0.0,10.0,10.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q186875,2,401.5,401.5,0.0,0.0,0.0,0.0,36.5,36.5,2,2,0,0,0,,,,100.0,100.0,0.0,0.0,0.0
Q1869496,1,50.0,50.0,1.0,1.0,0.0,0.0,3.0,3.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q18698522,1,2334.0,2334.0,28.0,28.0,27.0,27.0,147.0,147.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q18704634,2,359.5,359.5,6.5,6.5,0.0,0.0,4.0,4.0,0,2,1,0,0,,,,0.0,100.0,50.0,0.0,0.0
Q18706315,4,391.0,412.0,1.0,3.0,1.0,2.0,12.5,14.25,2,1,1,1,1,,,,50.0,25.0,25.0,25.0,25.0
Q18711682,2,1005.0,1005.0,33.0,33.0,0.5,0.5,15.5,15.5,0,1,0,0,0,,,,0.0,50.0,0.0,0.0,0.0
Q187223,3,609.0,496.33,0.0,1.0,0.0,0.33,21.0,29.0,2,2,1,1,1,,,,66.67,66.67,33.33,33.33,33.33
Q1872284,1,337.0,337.0,0.0,0.0,0.0,0.0,2.0,2.0,1,1,0,0,0,,,,100.0,100.0,0.0,0.0,0.0
Q1872885,1,279.0,279.0,0.0,0.0,1.0,1.0,24.0,24.0,1,0,0,0,0,,,,100.0,0.0,0.0,0.0,0.0
Q18729324,8,260.0,257.62,2.0,1.5,0.0,0.0,5.0,5.38,1,8,3,1,1,razyezd,razyezd,разъезд как населённый пункт,12.5,100.0,37.5,12.5,12.5
Q187432,2,331.5,331.5,1.5,1.5,0.5,0.5,18.5,18.5,1,1,1,1,1,,,,50.0,50.0,50.0,50.0,50.0
Q1875618,1,144.0,144.0,2.0,2.0,1.0,1.0,4.0,4.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q1875621,2,196.5,196.5,1.0,1.0,2.5,2.5,19.0,19.0,0,0,1,0,0,,,,0.0,0.0,50.0,0.0,0.0
Q187588,22,137.0,368.55,1.0,2.23,0.0,0.5,9.5,19.55,4,16,13,4,2,,,,18.18,72.73,59.09,18.18,9.09
Q18761864,1,537.0,537.0,3.0,3.0,0.0,0.0,7.0,7.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q187634,1,43.0,43.0,1.0,1.0,1.0,1.0,4.0,4.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q187668,1,276.0,276.0,1.0,1.0,0.0,0.0,16.0,16.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q18783400,4,107.0,139.25,1.0,0.75,1.0,1.0,7.0,9.25,1,0,3,0,0,,,,25.0,0.0,75.0,0.0,0.0
Q18786396,5,151.0,141.8,1.0,0.8,0.0,0.4,11.0,11.4,1,3,5,1,1,,,,20.0,60.0,100.0,20.0,20.0
Q187931,5,127.0,153.0,1.0,1.0,0.0,0.4,5.0,5.8,1,3,5,1,0,phrase,фраза,фраза,20.0,60.0,100.0,20.0,0.0
Q187939,1,224.0,224.0,7.0,7.0,1.0,1.0,4.0,4.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q187971,1,301.0,301.0,1.0,1.0,1.0,1.0,11.0,11.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q188025,38,185.0,280.32,1.0,1.03,0.0,0.47,6.0,12.24,7,32,33,6,5,salt lake,Тұзды көл,минеральное озеро,18.42,84.21,86.84,15.79,13.16
Q188040,1,618.0,618.0,12.0,12.0,0.0,0.0,11.0,11.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q188055,9,650.0,833.56,2.0,9.56,0.0,0.67,21.0,31.22,0,7,2,0,0,siege,siege,осада,0.0,77.78,22.22,0.0,0.0
Q188075,1,648.0,648.0,4.0,4.0,5.0,5.0,17.0,17.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q18810091,2,480.5,480.5,0.0,0.0,1.5,1.5,5.5,5.5,2,1,0,0,0,,,,100.0,50.0,0.0,0.0,0.0
Q188193,2,255.5,255.5,1.5,1.5,0.5,0.5,11.0,11.0,0,1,1,0,0,,,,0.0,50.0,50.0,0.0,0.0
Q188211,2,217.5,217.5,1.5,1.5,1.5,1.5,14.0,14.0,1,1,1,1,1,,,,50.0,50.0,50.0,50.0,50.0
Q188219,1,273.0,273.0,1.0,1.0,2.0,2.0,2.0,2.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q188238,1,185.0,185.0,1.0,1.0,3.0,3.0,13.0,13.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q188248,1,253.0,253.0,1.0,1.0,0.0,0.0,7.0,7.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q188267,4,89.0,118.0,1.0,1.0,0.0,0.0,1.5,2.75,0,4,4,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q1882685,2,154.0,154.0,1.0,1.0,0.0,0.0,7.0,7.0,0,2,2,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q1884224,1,278.0,278.0,0.0,0.0,2.0,2.0,21.0,21.0,1,0,0,0,0,,,,100.0,0.0,0.0,0.0,0.0
Q1884345,1,510.0,510.0,1.0,1.0,0.0,0.0,22.0,22.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q188443,3,272.0,441.33,1.0,2.33,1.0,0.67,7.0,7.0,1,1,1,0,0,,,,33.33,33.33,33.33,0.0,0.0
Q188447,1,101.0,101.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q188451,109,196.0,366.09,1.0,1.41,0.0,0.89,9.0,23.68,27,67,63,17,11,music genre,музыка жанрлары,музыкальный жанр,24.77,61.47,57.8,15.6,10.09
Q188460,1,464.0,464.0,2.0,2.0,1.0,1.0,18.0,18.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q188467,2,167.0,167.0,2.5,2.5,0.0,0.0,5.5,5.5,0,2,2,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q188504,1,113.0,113.0,1.0,1.0,0.0,0.0,1.0,1.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q188509,10,243.5,244.8,0.0,0.3,0.0,0.1,3.5,5.1,7,9,6,6,5,,,,70.0,90.0,60.0,60.0,50.0
Q1885380,1,694.0,694.0,1.0,1.0,0.0,0.0,73.0,73.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q188589,1,296.0,296.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0,0,0,0,,,,100.0,0.0,0.0,0.0,0.0
Q188619,1,102.0,102.0,1.0,1.0,0.0,0.0,4.0,4.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q18867064,4,660.5,628.75,1.0,2.0,0.0,0.75,9.0,23.75,1,3,0,0,0,,,,25.0,75.0,0.0,0.0,0.0
Q18867465,30,448.5,410.57,1.0,1.17,0.0,0.4,12.0,13.93,11,20,11,4,3,,,,36.67,66.67,36.67,13.33,10.0
Q188686,2,981.0,981.0,15.5,15.5,0.5,0.5,33.5,33.5,0,1,0,0,0,,,,0.0,50.0,0.0,0.0,0.0
Q1887220,2,114.0,114.0,0.5,0.5,0.0,0.0,3.0,3.0,1,2,2,1,1,,,,50.0,100.0,100.0,50.0,50.0
Q188800,1,394.0,394.0,0.0,0.0,1.0,1.0,77.0,77.0,1,0,0,0,0,,,,100.0,0.0,0.0,0.0,0.0
Q188840,7,274.0,351.57,1.0,1.14,0.0,1.0,12.0,13.57,2,4,3,1,1,,,,28.57,57.14,42.86,14.29,14.29
Q188860,3,529.0,829.0,0.0,0.67,0.0,0.33,10.0,11.0,2,2,0,0,0,,,,66.67,66.67,0.0,0.0,0.0
Q18888037,1,364.0,364.0,3.0,3.0,2.0,2.0,2.0,2.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q188889,2,495.5,495.5,2.0,2.0,1.0,1.0,27.0,27.0,0,1,1,0,0,,,,0.0,50.0,50.0,0.0,0.0
Q1889,1,140.0,140.0,2.0,2.0,0.0,0.0,7.0,7.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q188946,1,104.0,104.0,1.0,1.0,0.0,0.0,4.0,4.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q188968,1,51.0,51.0,2.0,2.0,0.0,0.0,2.0,2.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q188976,1,174.0,174.0,1.0,1.0,7.0,7.0,2.0,2.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q189004,5,174.0,205.8,1.0,0.8,0.0,0.2,2.0,3.8,2,4,3,1,1,college,Колледж,колледж,40.0,80.0,60.0,20.0,20.0
Q189118,62,121.0,201.92,1.0,1.27,1.0,0.94,6.0,9.87,1,19,47,0,0,,,,1.61,30.65,75.81,0.0,0.0
Q189124,1,47.0,47.0,1.0,1.0,2.0,2.0,0.0,0.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q189210,8,446.0,443.88,3.0,4.25,0.5,0.62,22.0,35.5,1,4,3,1,0,,,,12.5,50.0,37.5,12.5,0.0
Q189349,4,1177.0,1313.5,1.0,20.25,0.5,0.5,30.0,37.25,1,2,0,0,0,,,,25.0,50.0,0.0,0.0,0.0
Q189445,7,749.0,1111.57,2.0,4.43,1.0,0.86,29.0,44.43,1,3,0,0,0,,,,14.29,42.86,0.0,0.0,0.0
Q18949,2,378.0,378.0,0.5,0.5,0.5,0.5,40.5,40.5,1,1,1,1,0,,,,50.0,50.0,50.0,50.0,0.0
